"t0_hhid","hhid","pid_unps","PID","availablevisit1","ws2aq1a","ws2aq1b_1","ws2aq1b","ws2aq1c","ws2aq2","ws2aq3","ws2aq4","ws2aq5"
"H2601201","e3ff9af97d8a4e8c9263bf65f4579d3c","P26012-003",3,2,,,,,,,,
"H3780401","e4033d492e3c416588f2beaa9e61dc2b","P37804-003",3,2,,,,,,,,
"H1890501","e40d2859c764459d8bdb21405d2a914f","P18905-001",1,1,2,1,"8",2,,,20,
"H1200301","e419dacda04441629f572c169b8adb83","P12003-002",2,1,1,1,"1",1,,,,
"H3930901","e43e78a3c728426ea17f6ffb860618ec","P39309-004",4,1,3,,,,3,,,
"H1810601","e44228b11b444500897c4c454abfbc8f",,5,2,,,,,,,,
"H1810601","e44228b11b444500897c4c454abfbc8f","P18106-011",3,1,1,2,,2,,,16,
"H4000901","e47bdb40ab22452297e36155a49be7c9",,2,2,,,,,,,,
"H4140201","e48081c01f2043bbaf15c313d52109b2","P41402-002",2,1,1,1,"1",1,,,,
"H1080701","e4ab96d4b57347b1abe0f124f5164414","P10807-002",2,1,1,1,"1",1,,,,
"H3710201","e4acad942df64493a48dbaa4e7d42975","P37102-004",4,1,3,,,,3,,,
"H3710201","e4acad942df64493a48dbaa4e7d42975","P37102-003",3,1,1,1,"2",1,,,,
"H3710201","e4acad942df64493a48dbaa4e7d42975","P37102-005",5,2,,,,,,,,
"H3710201","e4acad942df64493a48dbaa4e7d42975",,12,2,,,,,,,,
"H3710201","e4acad942df64493a48dbaa4e7d42975",,16,2,,,,,,,,
"H3980201","e4b2e8a366bc4274b24a803ec1a2439a","P39802-002",2,1,1,2,,1,,,,
"H3210303","e4bebf7a573c46d182a45e358f4d7539",,2,1,2,1,"1",1,,,,
"H3210402","e4c95b54cff646b7b5f9f792bd847e6b","P32104-011",2,1,2,1,"1",2,,,18,
"H2340401","e4d98366307d492ba88735b4048963a2","P23404-010",2,1,2,2,,1,,,,
"H2541001","e4dbb00faed04f81b663c5fa6e6a8a57",,3,1,3,,,,3,,,
"H2541001","e4dbb00faed04f81b663c5fa6e6a8a57",,4,2,,,,,,,,
"H2541001","e4dbb00faed04f81b663c5fa6e6a8a57",,5,2,,,,,,,,
"H3890201","e4e3a4d0ad22411585b7b9164bd0e4e4",,3,1,3,,,,3,,,
"H3890201","e4e3a4d0ad22411585b7b9164bd0e4e4","P38902-001",1,1,1,2,,1,,,,
"H1411001","e5000612042949518e8637dd060e82d2",,3,2,,,,,,,,
"H3440701","e5246c675705464281c5a4e0e267e033","P34407-005",5,1,3,,,,3,,,
"H3440701","e5246c675705464281c5a4e0e267e033","P34407-002",2,1,1,1,"1",2,,,11,
"H3730601","e55295cf328140cc919dee3f90fd2c26","P37306-002",2,1,1,1,"1",2,,,21,
"H2420701","e57cd2e7df2f4dcebe384715e05a7506","P24207-006",1,1,3,,,,1,3,18,"20"
"H3570601","e59bee0c68164d04ae0f8fd87fd38c5d","P35706-003",2,2,,,,,,,,
"H1250101","e5a22292244144b29d4c634518b564ab",,1,1,2,1,"11",2,,,18,
"H1250101","e5a22292244144b29d4c634518b564ab",,7,1,3,,,,3,,,
"H1440401","e5eefbcbd4654f019f8493839c625660","P14404-011",2,1,1,2,,1,,,,
"44","e5fcdf01185749418262d3995207bd6b",,2,1,1,1,"1",1,,,,
"H2850101","e60cc7765b564f3eb69bb3b4dab86cc1","P28501-001",2,1,1,1,"-999999999",1,,,,
"H2140401","e64ef7e7439849c4a14cb2f27d3c66c6","P21404-002",2,1,3,,,,3,,,
"H0480801","e65c7ac1d4c943a4ab1cba34f5139f52","P04808-007",6,2,,,,,,,,
"H2340702","e65d69bcd3684163bf82242478b9490d","P23407-009",2,1,1,1,"1",1,,,,
"H2421002","e68667f29320456dbc1253bbf9ea6963","P24210-008",2,1,1,1,"1",1,,,,
"H1860301","e6cf98ffcc684351b80071bd49771123",,9,1,1,2,,1,,,,
"H1310402","e72ea78b6fc549c69078ab50b7534dfa","P13104-014",2,1,1,1,"1",1,,,,
"H0450802","e749381b4688442b8722107b3eed2325",,1,1,1,1,"5",1,,,,
"H1430907","e75c6ae0c69c482c8d222367f5bd5e58",,1,1,1,1,"2",1,,,,
"H2540101","e75edd76ef7f44c0ab093aaeb8c31ed7",,7,2,,,,,,,,
"H2540101","e75edd76ef7f44c0ab093aaeb8c31ed7",,4,2,,,,,,,,
"H4220101","e79aebce67fb496f9c4dff082a58a5c4","P42201-002",2,1,1,1,"1",1,,,,
"H3170101","e7c6fa5ffccd4a8daf5ba128330c8ea4","P31701-002",2,2,,,,,,,,
"H1881001","e7d42aaa9ad54903a0326845f3e3753f","P18810-002",2,1,1,1,"1",2,,,18,
"H0490501","e806fa286e814b839187c794894b5390","P04905-005",3,2,,,,,,,,
"H0120903","e815b5ee94014dcabdc49eca55dc45f8","P01209-014",1,1,1,1,"9",1,,,,
"H2780502","e81ac6e7d9c147e9a8ccc1d60133ecca","P27805-008",2,1,2,1,"1",1,,,,
"H2111001","e8756fad4cac48b3b254aacc4ae3773c",,5,1,3,,,,3,,,
"H0860901","e8a6a0929098435d81c4df719b8fef01",,3,2,,,,,,,,
"H1001101","e8b0037756bc432291e424b3cfea17dd","P10011-006",2,2,,,,,,,,
"H3750801","e8bab60f6a964d28928e04c3229cb858","P37508-011",9,1,3,,,,3,,,
"H3750801","e8bab60f6a964d28928e04c3229cb858","P37508-016",10,1,3,,,,1,3,34,"41"
"H4290501","e8c0f2b53604435da6a64d60d7c70500","P42905-002",2,1,2,1,"1",1,,,,
"H2211004","e8e2ecd0dc114864a91e5e8a13246465",,4,1,3,,,,3,,,
"H1810201","e8e78013770e4919ac20cbf84d2f064c","P18102-003",3,1,3,,,,3,,,
"H1400401","e91144714bfa488d8163dc83d4dfb64d","P14004-003",1,1,1,2,,2,,,19,
"H3561002","e9256764d0b34b499534caebfc1d3f18","P35610-002",1,1,1,1,"4",2,,,18,
"H1820501","e92f355e0ad94ca3b6124678a7f2355d","P18205-002",2,1,1,1,"1",1,,,,
"H1590401","e9341cec6e4b4fe7bb53bf0c57219261","P15904-003",2,1,3,,,,3,,,
"H1590401","e9341cec6e4b4fe7bb53bf0c57219261","P15904-002",1,1,3,,,,2,1,19,"20"
"H1590401","e9341cec6e4b4fe7bb53bf0c57219261","P15904-006",5,1,3,,,,3,,,
"H2970401","e9401ac0b3af4f9297955459b4d5f9e6","P29704-002",2,1,1,1,"1",1,,,,
"H3830702","e946c36eb00d496397975507d9b1d4d1",,4,1,1,1,"2",2,,,18,
"H3380201","e9669798567f40eda7dda257201caa1c","P33802-002",2,1,2,2,,2,,,20,
"H1461201","e970bd785ccf47f9bdd0229cb2a8fe70","P14612-002",2,1,1,1,"1",1,,,,
"H3960402","e9d212e9ec664ab4b8f097a23ef686a5",,1,1,2,1,"2",2,,,20,
"H1900802","ea01d5e8f08f4443950e8d001f2ee555","P19008-015",1,1,1,1,"3",1,,,,
"H0530402","ea28d0b7ecea4af3896b7d5442d731b0","P05304-013",2,1,2,1,"1",1,,,,
"H4160901","ea3950d8287d45028fc4b7bd56000528","P41609-001",1,2,,,,,,,,
"H4160901","ea3950d8287d45028fc4b7bd56000528","P41609-002",2,2,,,,,,,,
"H4160901","ea3950d8287d45028fc4b7bd56000528","P41609-003",3,2,,,,,,,,
"H1331004","ea397e6db951493a97da7aff4ab3e8bd","P13310-003",3,1,3,,,,3,,,
"H1331004","ea397e6db951493a97da7aff4ab3e8bd","P13310-002",2,1,1,1,"1",1,,,,
"H2280601","ea4c617692c24326a31fea0bea550b07","P22806-006",3,2,,,,,,,,
"H0590603","ea58e5e4a09245a8b9643cf0668822da","P05906-034",6,1,3,,,,3,,,
"H0590603","ea58e5e4a09245a8b9643cf0668822da","P05906-029",2,1,2,1,"1",1,,,,
"H0590603","ea58e5e4a09245a8b9643cf0668822da","P05906-035",7,2,,,,,,,,
"H1440202","ea659d0ef762451290ac0940bbb82a92","P14402-005",2,1,1,1,"1",2,,,20,
"H3700301","ea6d249015ea43fdbb8512fffdcf48a2","P37003-002",2,1,1,1,"1",1,,,,
"H2651102","ea7e503b29d047e4a8c1bbeaacd0bf76","P26511-008",2,1,1,1,"1",1,,,,
"H1530201","ea9b82d9780e473c8604b8aec66ca080","P15302-004",4,2,,,,,,,,
"H1530201","ea9b82d9780e473c8604b8aec66ca080","P15302-002",2,1,1,1,"1",1,,,,
"H1530201","ea9b82d9780e473c8604b8aec66ca080","P15302-006",6,1,3,,,,3,,,
"H2380101","ead7dada714d4cb380fe5c6cd04bff9b","P23801-023",8,1,2,1,"1",2,,,17,
"H1880604","eadb80f8aeba45d0866a12472624e2e0","P18806-005",1,1,1,1,"2",1,,,,
"H0230801","eade68c76ba047b5baf1a04f1b3e8641","P02308-004",2,1,1,1,"1",1,,,,
"H3810902","eae2e1b290974e1881c7a270047d21f2",,2,1,1,1,"1",1,,,,
"H3500401","eaffe221f7af498484ca1e7d39141c7e","P35004-001",1,1,3,,,,2,3,18,"20"
"H3500401","eaffe221f7af498484ca1e7d39141c7e","P35004-015",6,1,3,,,,3,,,
"H0490802","eb00a49a396a4c12bdeb731b50e87576","P04908-014",3,1,3,,,,1,3,18,"25"
"H2980301","eb09690a03c24c7598e5e9cf69bb7a02","P29803-004",2,2,,,,,,,,
"H0530201","eb158249d5254a339af1383b5c303c8f",,9,2,,,,,,,,
"H1740401","eb25796e1ad649679055593724664f79","P17404-002",2,1,2,1,"1",1,,,,
"H3550201","eb4fa21365234776a7a9c62f2f101135","P35502-001",1,1,1,1,"-999999999",1,,,,
"H1670501","eb59ef8281a54a08a7c111160e1eb446","P16705-002",2,1,3,,,,1,1,17,"46"
"H0641002","eb5a280850794f38a207503b277f9852",,13,1,2,1,"12",2,,,21,
"H4300301","eb86d0d90edf4c9aa257561e4cff3c37","P43003-002",2,1,1,1,"1",1,,,,
"H1680401","eb95f12c0b6b4cf5ac9bc363bd34d49a","P16804-001",1,1,1,2,,1,,,,
"H1680401","eb95f12c0b6b4cf5ac9bc363bd34d49a","P16804-003",2,2,,,,,,,,
"H1680401","eb95f12c0b6b4cf5ac9bc363bd34d49a","P16804-005",4,1,3,,,,3,,,
"H1680401","eb95f12c0b6b4cf5ac9bc363bd34d49a",,7,1,3,,,,1,3,15,"17"
"H2960201","eba2a5d18be44ae88aff02b66532afd8",,2,1,1,1,"1",1,,,,
"H2960201","eba2a5d18be44ae88aff02b66532afd8",,12,2,,,,,,,,
"H2960201","eba2a5d18be44ae88aff02b66532afd8",,10,1,3,,,,1,3,16,"20"
"H0680101","ebb91e212ced42d99594223f58716544","P06801-008",5,2,,,,,,,,
"H0680101","ebb91e212ced42d99594223f58716544","P06801-004",1,1,1,1,"8",2,,,14,
"H0680101","ebb91e212ced42d99594223f58716544",,7,1,3,,,,3,,,
"H2370902","ec15a19931474a8586a988a15cf99163","P23709-008",2,1,2,1,"1",2,,,18,
"H0540901","ec2fb6ed30434f11845e1a7e5f0431ee",,8,1,1,1,"1",1,,,,
"H1820901","ec3b89661f0d48c69cd2fffbd6a1256e","P18209-007",5,1,3,,,,3,,,
"H2060201","ec499129846d4a84882851dc9985ed04",,10,2,,,,,,,,
"H2060201","ec499129846d4a84882851dc9985ed04","P20602-009",4,1,3,,,,3,,,
"H2060201","ec499129846d4a84882851dc9985ed04",,8,1,3,,,,3,,,
"H1670301","ec88c7d3415f41528c5dbd44be7b97e6","P16703-004",2,2,,,,,,,,
"H2090601","ecd05ff9fb14461f8e5343df92cbc128",,1,1,1,1,"2",2,,,18,
"H2090601","ecd05ff9fb14461f8e5343df92cbc128",,6,2,,,,,,,,
"H2090601","ecd05ff9fb14461f8e5343df92cbc128",,4,1,3,,,,3,,,
"H1630701","ecd6b193a6af4d089dff49b9e5009b1c","P16307-007",6,2,,,,,,,,
"H2620107","ece67fd1863648ad9a8d5c540c7a4f0c",,7,1,1,1,"2",1,,,,
"H3560402","ecf6925ed46f4886aa27457d436a4e35","P35604-002",1,1,3,,,,3,,,
"H2021002","ed3f21ec5b0a4bbea52ef10a981251f6","P20210-003",1,1,1,1,"2",1,,,,
"H3850101","ed43da95fe2f462faf7c1409597b17aa","P38501-001",1,1,2,1,"2",1,,,,
"H0450901","ed4cae40f9684396adcb4c544602fcd6",,5,1,3,,,,3,,,
"H1710501","ed4dbe1a8f264de7a60f1572a0203917","P17105-004",2,2,,,,,,,,
"H3590201","ed6016c75c434bfe8c7daf7f2da5eefb",,3,1,1,1,"1",1,,,,
"H3590201","ed6016c75c434bfe8c7daf7f2da5eefb",,6,1,1,1,"5",1,,,,
"H0670702","ed72f3b819344913bbac5e8853eea3c0","P06707-021",2,1,1,1,"1",2,,,16,
"H1630401","ed8d9888713d475d91804c19beb270e3","P16304-001",1,1,1,1,"2",1,,,,
"H1630401","ed8d9888713d475d91804c19beb270e3","P16304-005",5,1,3,,,,3,,,
"H1630401","ed8d9888713d475d91804c19beb270e3","P16304-004",4,1,3,,,,3,,,
"H1630401","ed8d9888713d475d91804c19beb270e3",,14,1,3,,,,3,,,
"H3370301","ed96f1b062fe43f6b2e13c73f93fa716","P33703-002",2,1,1,1,"1",1,,,,
"H3370301","ed96f1b062fe43f6b2e13c73f93fa716","P33703-004",4,2,,,,,,,,
"H2991005","eda2dc3651304456ab21b8e7e2f7f6cc",,1,1,1,1,"2",1,,,,
"H3040304","eda7a882787d497d9bc3c24e5f22d88c",,2,1,1,1,"1",1,,,,
"H1190101","edd3aa336e384c68ba6498c9428215a9","P11901-002",2,2,,,,,,,,
"H3990701","edfe36ca9a824841bf6884ec58bdc06e","P39907-007",6,1,3,,,,3,,,
"H3990701","edfe36ca9a824841bf6884ec58bdc06e","P39907-001",1,1,3,,,,1,1,20,"25"
"H3990701","edfe36ca9a824841bf6884ec58bdc06e","P39907-005",4,1,3,,,,3,,,
"H1670201","ee4c6bb86b514020b0402b10043849c2","P16702-002",2,2,,,,,,,,
"H4250101","ee557c13cb0f4b2f845da51f7f8581ad",,2,1,2,2,,1,,,,
"H0161201","ee81489ba0d643ee951e8137beebc1a8","P01612-003",1,1,3,,,,2,3,16,"20"
"H1400801","ef0093cdbd6545cb9530aa3f46c495a1","P14008-010",4,1,1,1,"3",1,,,,
"H3720501","ef13a2b78b844b0da82e3e44ae288e87","P37205-002",2,2,,,,,,,,
"H1870801","ef3fe4b139014e24aa116313cd1abe16",,7,1,1,1,"6",2,,,15,
"H2780602","efb06a4a6eec42b79f28f2fe32f48817","P27806-005",2,1,1,1,"1",1,,,,
"H3630801","effe7e5783644395831c6d758a97cc6f","P36308-003",3,2,,,,,,,,
"H3630801","effe7e5783644395831c6d758a97cc6f","P36308-007",7,1,3,,,,3,,,
"H3630801","effe7e5783644395831c6d758a97cc6f","P36308-006",6,2,,,,,,,,
"H0361001","f016c9fe5f6a4b5bab3cb0acf3b9b029","P03610-002",2,2,,,,,,,,
"H0880401","f0353287f6fc44e8a3faf63cec17e7de",,2,1,3,,,,1,3,20,"22"
"H3410101","f0399a2bc9634e269be93e056b2fd8ab",,5,2,,,,,,,,
"H3430101","f039e6ecc301466ba007e6b22477de34","P34301-002",4,1,1,1,"1",1,,,,
"H3700501","f04465e741f1442db4d656bf57233227","P37005-002",2,1,1,1,"1",1,,,,
"H2310101","f0573c6124e34f7a84724e68c905781b","P23101-001",1,1,3,,,,1,3,16,"20"
"H3770701","f07fa1d1722843fe9212c50ee1e4a324","P37707-004",4,2,,,,,,,,
"H3770701","f07fa1d1722843fe9212c50ee1e4a324",,13,1,2,2,,1,,,,
"H4290801","f0a20f6e068c47669376cbe351f2a258","P42908-007",6,2,,,,,,,,
"H4290801","f0a20f6e068c47669376cbe351f2a258","P42908-006",5,2,,,,,,,,
"H4290801","f0a20f6e068c47669376cbe351f2a258","P42908-001",1,1,2,1,"9",1,,,,
"H0491305","f0cd8fb451eb454b892ffb194338952c",,3,1,3,,,,3,,,
"H3460201","f0dd817a25344500aa21c1fb0cebb96a","P34602-002",2,2,,,,,,,,
"H3460201","f0dd817a25344500aa21c1fb0cebb96a",,5,1,3,,,,1,3,21,"23"
"H3460201","f0dd817a25344500aa21c1fb0cebb96a","P34602-001",1,1,3,,,,1,3,20,"25"
"H3830501","f15fb58700b94caaa06d491e10e7919f","P38305-002",2,1,1,1,"1",1,,,,
"H2461001","f168c110db7740aaadc8825d6c6d41b1","P24610-004",4,2,,,,,,,,
"H1660401","f176ef3a410b476f803fb2f6712be039",,7,1,3,,,,3,,,
"H3250901","f178ea41c1bb4b9f96ee39e9da3d715d","P32509-002",2,1,1,1,"1",1,,,,
"H2920301","f191756a80324e25b01790c978b1d379","P29203-009",7,1,3,,,,3,,,
"H2920301","f191756a80324e25b01790c978b1d379","P29203-007",5,1,3,,,,3,,,
"H2920301","f191756a80324e25b01790c978b1d379","P29203-002",1,1,1,1,"4",2,,,20,
"H2310902","f19ce505a0cc4c2eac666384f3a1e63f","P23109-020",2,1,1,1,"1",1,,,,
"H2660301","f1bc09d2cd8248a4b51acf32675c8fd8","P26603-008",2,1,3,,,,3,,,
"H3701001","f1ca5df50c404322be72366e98f58e57","P37010-002",2,1,1,1,"1",1,,,,
"H4010501","f251776e3c7940e4ab08d6ab7f751546","P40105-002",2,1,1,1,"1",2,,,16,
"H4010501","f251776e3c7940e4ab08d6ab7f751546","P40105-004",4,1,3,,,,3,,,
"H4010501","f251776e3c7940e4ab08d6ab7f751546","P40105-003",3,1,3,,,,3,,,
"H1410902","f25649384d6c458cb6c902738fb26614","P14109-003",1,1,2,1,"2",1,,,,
"H3070901","f257cf78def94248abd804f57f8fb3c7","P30709-005",5,1,3,,,,3,,,
"H3070901","f257cf78def94248abd804f57f8fb3c7","P30709-011",11,1,3,,,,3,,,
"H3070901","f257cf78def94248abd804f57f8fb3c7","P30709-007",7,1,3,,,,3,,,
"H3280601","f2614da468324521954a1f3a9376b740","P32806-005",5,1,3,,,,3,,,
"H3560501","f268b0e8ca52483e9ece7af84125ce53","P35605-004",4,2,,,,,,,,
"H1200806","f2880eff0ac94a07985b2bfa257e743d",,4,1,2,1,"1",1,,,,
"H1720702","f29a37bd413c46228e1b55e6b3aa6a9c",,6,2,,,,,,,,
"H1720702","f29a37bd413c46228e1b55e6b3aa6a9c","P17207-016",2,1,2,1,"1",1,,,,
"H0970601","f2a9073b7fe549ce974b1adcd7c583a9","P09706-001",1,1,3,,,,2,3,28,"32"
"H3780501","f2af3f1c4c0f4042a87e634157c1e592",,3,1,2,1,"1",2,,,18,
"H3951001","f2cf51cb757d40afb958bd42512e803f","P39510-002",2,1,1,1,"1",2,,,15,
"H0420701","f2de0736788e4102ab36077964a13dcf",,6,1,1,1,"1",2,,,17,
"H2971002","f2e9659ec08048158911c46971d1ef7b",,2,2,,,,,,,,
"H2971002","f2e9659ec08048158911c46971d1ef7b",,5,2,,,,,,,,
"H1880605","f30df406f2024ad3ae5bda4c9421abf3","P18806-004",3,1,1,1,"2",1,,,,
"H0600601","f31a267281e64bebb754839cd685e60a","P06006-002",2,1,1,1,"1",2,,,19,
"H1400601","f33654198a06474b8fe4c57cb565c649","P14006-006",4,1,3,,,,3,,,
"H1400601","f33654198a06474b8fe4c57cb565c649","P14006-002",1,1,3,,,,1,1,20,"25"
"H1410601","f3483d62aaf14708aec1143d79fee326",,3,1,3,,,,3,,,
"H1280503","f360550117324610a3a787d67af7042d","P12805-006",1,1,3,,,,3,,,
"H1430901","f36e139647a04d3c92833aeb5581a04d","P14309-036",5,1,3,,,,3,,,
"H1430901","f36e139647a04d3c92833aeb5581a04d","P14309-006",4,1,3,,,,3,,,
"H1880101","f36eded836974394830ff5347fd22acb","P18801-004",3,1,3,,,,3,,,
"H1880101","f36eded836974394830ff5347fd22acb","P18801-002",2,1,2,1,"1",1,,,,
"H0080901","f37f3f7707594c7595bc771f57b2c137","P00809-002",2,1,1,1,"1",1,,,,
"H2160201","f38c8379e21541a7b708831e15af7b45","P21602-001",1,1,2,1,"4",1,,,,
"H2310403","f3b1f16c05bb4869a9905606043be3aa","P23104-014",5,1,3,,,,3,,,
"H2310403","f3b1f16c05bb4869a9905606043be3aa","P23104-003",1,1,1,1,"2",2,,,18,
"H2170801","f3b90ff531cf4395be1ee1591dde88fa","P21708-006",5,1,3,,,,3,,,
"H0360101","f3bfd5fcecc84d69b4b9fff5344bb25c",,2,2,,,,,,,,
"H4240102","f3c2473fa6974f70962d3fa68c69b8e2",,1,1,3,,,,2,3,18,"30"
"H0400201","f3e66dbb1c014cbbacd81e6ac1d13a82","P04002-002",2,1,1,1,"1",1,,,,
"H0400201","f3e66dbb1c014cbbacd81e6ac1d13a82","P04002-005",5,1,3,,,,3,,,
"H0400201","f3e66dbb1c014cbbacd81e6ac1d13a82","P04002-003",3,1,3,,,,3,,,
"H0031301","f3ef05c412244ce59d7856da0cf53568","P00313-005",4,2,,,,,,,,
"H3311001","f4149f57ce274bccb0739ff62f78e487","P33110-002",2,1,1,1,"1",1,,,,
"H2331001","f44d99ead945471a883d58c7a381897c",,5,2,,,,,,,,
"H2331001","f44d99ead945471a883d58c7a381897c",,2,1,1,1,"1",1,,,,
"H2331001","f44d99ead945471a883d58c7a381897c",,4,2,,,,,,,,
"H3810501","f459d97cb9984f9986be95933cc389c2",,8,2,,,,,,,,
"H3810501","f459d97cb9984f9986be95933cc389c2",,2,1,1,1,"1",1,,,,
"H2160901","f4686034113047ff95f75612e8dcb6ed","P21609-002",2,1,1,1,"1",1,,,,
"H2160901","f4686034113047ff95f75612e8dcb6ed","P21609-006",5,2,,,,,,,,
"H2160901","f4686034113047ff95f75612e8dcb6ed","P21609-005",4,2,,,,,,,,
"H1760102","f488539b4ee34dde9bd7f04d436cd196","P17601-009",2,1,2,1,"1",2,,,22,
"H2590901","f48de9a6d7984b04bf160950582619ad","P25909-002",2,1,1,1,"1",1,,,,
"H0180901","f4a7510c51364ed5ac27310851083b78",,2,1,3,,,,3,,,
"H0180901","f4a7510c51364ed5ac27310851083b78",,1,1,3,,,,2,1,18,"32"
"H0180901","f4a7510c51364ed5ac27310851083b78",,3,2,,,,,,,,
"H0180901","f4a7510c51364ed5ac27310851083b78",,4,1,3,,,,3,,,
"H0180901","f4a7510c51364ed5ac27310851083b78",,6,1,3,,,,1,3,18,"34"
"H1860102","f4b96129ca39417db535ade40e94bc7a","P18601-010",6,1,3,,,,3,,,
"H3680901","f4c23a0241fe4434b9c076b58415c174",,1,1,1,1,"12",1,,,,
"H3070102","f50a6e5cae3b4f758031b1a5daa5c0a5",,2,1,1,1,"1",1,,,,
"H1400705","f50de694f7f546e8a237e8f226b66f21","P14007-003",1,1,1,1,"2",1,,,,
"H1830104","f5115db079e542e88d73985eb5d2d025","P18301-054",4,1,3,,,,2,3,20,"23"
"H2140701","f51306b5fd544fe785a872493153c6f0",,12,2,,,,,,,,
"H2140701","f51306b5fd544fe785a872493153c6f0","P21407-008",7,2,,,,,,,,
"H2140701","f51306b5fd544fe785a872493153c6f0","P21407-005",4,1,2,2,,1,,,,
"H2140701","f51306b5fd544fe785a872493153c6f0","P21407-007",6,2,,,,,,,,
"H2820904","f5302683689d4352b65264e175836ca6",,2,1,2,1,"1",1,,,,
"H2820904","f5302683689d4352b65264e175836ca6",,3,2,,,,,,,,
"H0300501","f58f65df73064742a85798aab0193743","P03005-002",2,1,3,,,,3,,,
"H0300501","f58f65df73064742a85798aab0193743","P03005-006",5,2,,,,,,,,
"H1970403","f5a441ac9a87495d853bf2509988c853","P19704-009",2,1,1,1,"1",1,,,,
"H1000401","f5c3e4154f624190933b917b9bc66477","P10004-016",11,2,,,,,,,,
"H0380701","f5d8ee469711439b87fef0a80b86fe1f","P03807-005",1,1,3,,,,1,3,15,"20"
"H2970702","f5ebba788969449fa8e032bebd48f8e7","P29707-005",2,1,2,2,,1,,,,
"H1420801","f5fb7e0d647e4257bd4e9078ed6df81a","P14208-002",2,1,1,1,"1",1,,,,
"H1420801","f5fb7e0d647e4257bd4e9078ed6df81a","P14208-005",4,1,3,,,,3,,,
"H1420801","f5fb7e0d647e4257bd4e9078ed6df81a","P14208-004",3,2,,,,,,,,
"H0840401","f658cad1f5744b429cae49998c1db35b","P08404-002",2,1,2,1,"1",1,,,,
"H1820204","f65bacd459a642efba404e2091e510ad","P18202-002",2,1,1,1,"1",1,,,,
"H1820204","f65bacd459a642efba404e2091e510ad","P18202-006",4,1,3,,,,3,,,
"H1500701","f66344aca32b4dbc852b4d9c6f3738bf",,8,1,3,,,,1,1,18,"22"
"H3170401","f6640bf10aaf42db95c6de959704bb8e",,3,2,,,,,,,,
"H3170401","f6640bf10aaf42db95c6de959704bb8e",,4,1,3,,,,3,,,
"H0830201","f68a894fd12244019eb1afcb95b6b002","P08302-002",2,1,1,1,"1",1,,,,
"H1020701","f69a2eb03fcb4f20b4fba8283efb7ae4","P10207-002",2,2,,,,,,,,
"H1890801","f6af646d608c4b40b033e98dab656713","P18908-002",2,1,1,1,"1",1,,,,
"H1801001","f6d80cced6c24f0f93d347d5bcaa5288",,4,1,3,,,,3,,,
"H3861001","f6ebb396cddb430693c58b75f2c34ccf","P38610-001",1,1,1,2,,2,,,17,
"H4030101","f70636e64eec4e969652ccf12fa6c07d","P40301-002",2,1,1,1,"1",1,,,,
"H3051101","f70fb6b5295445aea812a0eee46ad10e",,2,2,,,,,,,,
"H2561004","f712a300e92943caa9283768fb811aea",,3,1,1,1,"1",1,,,,
"H3370701","f72d38149a754af3906ceb98e3ccd0cc","P33707-003",3,1,3,,,,3,,,
"H3370701","f72d38149a754af3906ceb98e3ccd0cc","P33707-001",1,1,2,1,"2",1,,,,
"H4080201","f738b1d171bc4e4f9c88e2bd2f503ac3","P40802-007",7,2,,,,,,,,
"H4080201","f738b1d171bc4e4f9c88e2bd2f503ac3","P40802-002",2,1,2,1,"1",1,,,,
"H0450804","f739e1e5139c4dfb9ffcc712989a5d76","P04508-022",3,1,1,1,"2",1,,,,
"H3330601","f75f66f2b300420b96c46230d780c542","P33306-005",5,1,3,,,,3,,,
"H2420302","f76aca219adc409d9811604e49e5297c","P24203-004",1,1,1,2,,1,,,,
"H2460501","f770c69110e44c84b7871656d407e6f1","P24605-003",3,1,2,2,,1,,,,
"H2460501","f770c69110e44c84b7871656d407e6f1","P24605-002",2,1,1,1,"1",1,,,,
"H2330801","f7746b87121742ed8843eff10b4b2791","P23308-001",1,1,2,2,,1,,,,
"H4070201","f77e2d15bb6f489d95e3124aa076cf94","P40702-002",2,1,1,1,"1",2,,,18,
"H1800501","f792317fc83b47f0ae350754aae1a105","P18005-009",9,1,3,,,,3,,,
"H1800501","f792317fc83b47f0ae350754aae1a105","P18005-007",7,1,3,,,,3,,,
"H1800501","f792317fc83b47f0ae350754aae1a105","P18005-002",2,1,1,2,,1,,,,
"H1800501","f792317fc83b47f0ae350754aae1a105","P18005-005",5,2,,,,,,,,
"H1800501","f792317fc83b47f0ae350754aae1a105","P18005-008",8,1,3,,,,3,,,
"H1820902","f7b0dffacb634af08f2bd375a8cc28e9","P18209-008",2,1,1,1,"1",1,,,,
"H4300601","f7b5eda52ff64cd3aea819a57ef62491","P43006-002",2,1,2,1,"1",1,,,,
"H1800502","f7c0557a088a4545b77090902300ff1d",,7,1,3,,,,3,,,
"H1800502","f7c0557a088a4545b77090902300ff1d",,3,1,3,,,,3,,,
"H1800502","f7c0557a088a4545b77090902300ff1d",,6,1,3,,,,3,,,
"H2020302","f7c271170906428f920dee0e7d5b0ce6","P20203-003",1,2,,,,,,,,
"H3500302","f7f20969c23a4fe89435048dee782205",,1,1,1,1,"2",1,,,,
"H3090502","f81019cba50e44d981abdcb3ae407302",,2,1,1,1,"1",2,,,24,
"H2480301","f814c6555d5f4e7e8adfcaeb2464de30","P24803-001",1,1,1,2,,2,,,16,
