"t0_hhid","hhid","s10q13","s10q15a","s10q15b","s10q15c","s10q16","s10q17a","s10q17b","s10q17c","s10q14"
,"f257cf78def94248abd804f57f8fb3c7",3,,,,,,,,2
,"f257cf78def94248abd804f57f8fb3c7",4,,,,,,,,2
,"f257cf78def94248abd804f57f8fb3c7",5,,,,,,,,2
,"f257cf78def94248abd804f57f8fb3c7",6,,,,,,,,2
,"f257cf78def94248abd804f57f8fb3c7",8,,,,,,,,2
,"f2614da468324521954a1f3a9376b740",1,,,,,,,,2
,"f2614da468324521954a1f3a9376b740",2,,,,,,,,2
,"f2614da468324521954a1f3a9376b740",3,,,,,,,,2
,"f2614da468324521954a1f3a9376b740",4,,,,,,,,2
,"f2614da468324521954a1f3a9376b740",5,,,,,,,,2
,"f2614da468324521954a1f3a9376b740",7,,,,,,,,2
,"f268b0e8ca52483e9ece7af84125ce53",2,,,,,,,,2
,"f268b0e8ca52483e9ece7af84125ce53",3,,,,,,,,2
,"f268b0e8ca52483e9ece7af84125ce53",4,,,,,,,,2
,"f268b0e8ca52483e9ece7af84125ce53",5,,,,,,,,2
,"f268b0e8ca52483e9ece7af84125ce53",6,,,,,,,,2
,"f268b0e8ca52483e9ece7af84125ce53",8,,,,,,,,2
,"f2834dc328c14619b1bdbe913d33397f",2,,,,,,,,2
,"f2834dc328c14619b1bdbe913d33397f",3,,,,,,,,2
,"f2834dc328c14619b1bdbe913d33397f",5,,,,,,,,2
,"f2834dc328c14619b1bdbe913d33397f",6,,,,,,,,2
,"f2834dc328c14619b1bdbe913d33397f",7,,,,,,,,2
,"f2834dc328c14619b1bdbe913d33397f",8,,,,,,,,2
,"f2880eff0ac94a07985b2bfa257e743d",1,,,,,,,,2
,"f2880eff0ac94a07985b2bfa257e743d",2,,,,,,,,2
,"f2880eff0ac94a07985b2bfa257e743d",3,,,,,,,,2
,"f2880eff0ac94a07985b2bfa257e743d",4,,,,,,,,2
,"f2880eff0ac94a07985b2bfa257e743d",5,,,,,,,,2
,"f2880eff0ac94a07985b2bfa257e743d",8,,,,,,,,2
,"f29a37bd413c46228e1b55e6b3aa6a9c",1,,,,,,,,2
,"f29a37bd413c46228e1b55e6b3aa6a9c",2,,,,,,,,2
,"f29a37bd413c46228e1b55e6b3aa6a9c",3,,,,,,,,2
,"f29a37bd413c46228e1b55e6b3aa6a9c",4,,,,,,,,2
,"f29a37bd413c46228e1b55e6b3aa6a9c",5,,,,,,,,2
,"f29a37bd413c46228e1b55e6b3aa6a9c",8,,,,,,,,2
,"f2a9073b7fe549ce974b1adcd7c583a9",1,,,,,,,,2
,"f2a9073b7fe549ce974b1adcd7c583a9",2,,,,,,,,2
,"f2a9073b7fe549ce974b1adcd7c583a9",3,,,,,,,,2
,"f2a9073b7fe549ce974b1adcd7c583a9",4,,,,,,,,2
,"f2a9073b7fe549ce974b1adcd7c583a9",5,,,,,,,,2
,"f2a9073b7fe549ce974b1adcd7c583a9",7,,,,,,,,2
,"f2af3f1c4c0f4042a87e634157c1e592",2,,,,,,,,2
,"f2af3f1c4c0f4042a87e634157c1e592",3,,,,,,,,2
,"f2af3f1c4c0f4042a87e634157c1e592",4,,,,,,,,2
,"f2af3f1c4c0f4042a87e634157c1e592",5,,,,,,,,2
,"f2af3f1c4c0f4042a87e634157c1e592",6,,,,,,,,2
,"f2af3f1c4c0f4042a87e634157c1e592",7,,,,,,,,2
,"f2af3f1c4c0f4042a87e634157c1e592",8,,,,,,,,2
,"f2c9b1b56ef640b8a10a3eb0df86ba35",2,,,,,,,,2
,"f2c9b1b56ef640b8a10a3eb0df86ba35",4,,,,,,,,2
,"f2c9b1b56ef640b8a10a3eb0df86ba35",5,,,,,,,,2
,"f2c9b1b56ef640b8a10a3eb0df86ba35",6,,,,,,,,2
,"f2c9b1b56ef640b8a10a3eb0df86ba35",7,,,,,,,,2
,"f2c9b1b56ef640b8a10a3eb0df86ba35",8,,,,,,,,2
,"f2cf51cb757d40afb958bd42512e803f",2,,,,,,,,2
,"f2cf51cb757d40afb958bd42512e803f",3,,,,,,,,2
,"f2cf51cb757d40afb958bd42512e803f",4,,,,,,,,2
,"f2cf51cb757d40afb958bd42512e803f",5,,,,,,,,2
,"f2cf51cb757d40afb958bd42512e803f",6,,,,,,,,2
,"f2cf51cb757d40afb958bd42512e803f",7,,,,,,,,2
,"f2cf51cb757d40afb958bd42512e803f",8,,,,,,,,2
,"f2de0736788e4102ab36077964a13dcf",2,,,,,,,,2
,"f2de0736788e4102ab36077964a13dcf",3,,,,,,,,2
,"f2de0736788e4102ab36077964a13dcf",4,,,,,,,,2
,"f2de0736788e4102ab36077964a13dcf",5,,,,,,,,2
,"f2de0736788e4102ab36077964a13dcf",6,,,,,,,,2
,"f2de0736788e4102ab36077964a13dcf",8,,,,,,,,2
,"f2e9659ec08048158911c46971d1ef7b",1,,,,,,,,2
,"f2e9659ec08048158911c46971d1ef7b",2,,,,,,,,2
,"f2e9659ec08048158911c46971d1ef7b",3,,,,,,,,2
,"f2e9659ec08048158911c46971d1ef7b",4,,,,,,,,2
,"f2e9659ec08048158911c46971d1ef7b",5,,,,,,,,2
,"f2e9659ec08048158911c46971d1ef7b",7,,,,,,,,2
,"f2e9659ec08048158911c46971d1ef7b",8,,,,,,,,2
,"f2eaa357d2ad40c98407c945bcc22458",2,,,,,,,,2
,"f2eaa357d2ad40c98407c945bcc22458",3,,,,,,,,2
,"f2eaa357d2ad40c98407c945bcc22458",4,,,,,,,,2
,"f2eaa357d2ad40c98407c945bcc22458",5,,,,,,,,2
,"f2eaa357d2ad40c98407c945bcc22458",6,,,,,,,,2
,"f2eaa357d2ad40c98407c945bcc22458",8,,,,,,,,2
,"f30df406f2024ad3ae5bda4c9421abf3",2,,,,,,,,2
,"f30df406f2024ad3ae5bda4c9421abf3",3,,,,,,,,2
,"f30df406f2024ad3ae5bda4c9421abf3",4,,,,,,,,2
,"f30df406f2024ad3ae5bda4c9421abf3",5,,,,,,,,2
,"f30df406f2024ad3ae5bda4c9421abf3",6,,,,,,,,2
,"f30df406f2024ad3ae5bda4c9421abf3",7,,,,,,,,2
,"f30df406f2024ad3ae5bda4c9421abf3",8,,,,,,,,2
,"f31a267281e64bebb754839cd685e60a",2,,,,,,,,2
,"f31a267281e64bebb754839cd685e60a",3,,,,,,,,2
,"f31a267281e64bebb754839cd685e60a",4,,,,,,,,2
,"f31a267281e64bebb754839cd685e60a",5,,,,,,,,2
,"f31a267281e64bebb754839cd685e60a",6,,,,,,,,2
,"f31a267281e64bebb754839cd685e60a",8,,,,,,,,2
,"f3362362a2064855bacc5d9b8c591700",2,,,,,,,,2
,"f3362362a2064855bacc5d9b8c591700",3,,,,,,,,2
,"f3362362a2064855bacc5d9b8c591700",4,,,,,,,,2
,"f3362362a2064855bacc5d9b8c591700",5,,,,,,,,2
,"f3362362a2064855bacc5d9b8c591700",6,,,,,,,,2
,"f3362362a2064855bacc5d9b8c591700",7,,,,,,,,2
,"f3362362a2064855bacc5d9b8c591700",8,,,,,,,,2
,"f33654198a06474b8fe4c57cb565c649",2,,,,,,,,2
,"f33654198a06474b8fe4c57cb565c649",3,,,,,,,,2
,"f33654198a06474b8fe4c57cb565c649",4,,,,,,,,2
,"f33654198a06474b8fe4c57cb565c649",5,,,,,,,,2
,"f33654198a06474b8fe4c57cb565c649",6,,,,,,,,2
,"f33654198a06474b8fe4c57cb565c649",7,,,,,,,,2
,"f33654198a06474b8fe4c57cb565c649",8,,,,,,,,2
,"f34754a2910b4c87af9125048fa70ba2",2,,,,,,,,2
,"f34754a2910b4c87af9125048fa70ba2",3,,,,,,,,2
,"f34754a2910b4c87af9125048fa70ba2",4,,,,,,,,2
,"f34754a2910b4c87af9125048fa70ba2",5,,,,,,,,2
,"f34754a2910b4c87af9125048fa70ba2",6,,,,,,,,2
,"f34754a2910b4c87af9125048fa70ba2",7,,,,,,,,2
,"f34754a2910b4c87af9125048fa70ba2",8,,,,,,,,2
,"f3483d62aaf14708aec1143d79fee326",1,,,,,,,,2
,"f3483d62aaf14708aec1143d79fee326",2,,,,,,,,2
,"f3483d62aaf14708aec1143d79fee326",3,,,,,,,,2
,"f3483d62aaf14708aec1143d79fee326",4,,,,,,,,2
,"f3483d62aaf14708aec1143d79fee326",5,,,,,,,,2
,"f3483d62aaf14708aec1143d79fee326",7,,,,,,,,2
,"f360550117324610a3a787d67af7042d",1,,,,,,,,2
,"f360550117324610a3a787d67af7042d",2,,,,,,,,2
,"f360550117324610a3a787d67af7042d",3,,,,,,,,2
,"f360550117324610a3a787d67af7042d",4,,,,,,,,2
,"f360550117324610a3a787d67af7042d",7,,,,,,,,2
,"f36e139647a04d3c92833aeb5581a04d",2,,,,,,,,2
,"f36e139647a04d3c92833aeb5581a04d",3,,,,,,,,2
,"f36e139647a04d3c92833aeb5581a04d",4,,,,,,,,2
,"f36e139647a04d3c92833aeb5581a04d",5,,,,,,,,2
,"f36e139647a04d3c92833aeb5581a04d",6,,,,,,,,2
,"f36e139647a04d3c92833aeb5581a04d",7,,,,,,,,2
,"f36e139647a04d3c92833aeb5581a04d",8,,,,,,,,2
,"f36eded836974394830ff5347fd22acb",2,,,,,,,,2
,"f36eded836974394830ff5347fd22acb",3,,,,,,,,2
,"f36eded836974394830ff5347fd22acb",4,,,,,,,,2
,"f36eded836974394830ff5347fd22acb",5,,,,,,,,2
,"f36eded836974394830ff5347fd22acb",6,,,,,,,,2
,"f36eded836974394830ff5347fd22acb",8,,,,,,,,2
,"f37f3f7707594c7595bc771f57b2c137",1,,,,,,,,2
,"f37f3f7707594c7595bc771f57b2c137",2,,,,,,,,2
,"f37f3f7707594c7595bc771f57b2c137",3,,,,,,,,2
,"f37f3f7707594c7595bc771f57b2c137",5,,,,,,,,2
,"f37f3f7707594c7595bc771f57b2c137",7,,,,,,,,2
,"f37f3f7707594c7595bc771f57b2c137",8,,,,,,,,2
,"f38c8379e21541a7b708831e15af7b45",2,,,,,,,,2
,"f38c8379e21541a7b708831e15af7b45",3,,,,,,,,2
,"f38c8379e21541a7b708831e15af7b45",4,,,,,,,,2
,"f38c8379e21541a7b708831e15af7b45",5,,,,,,,,2
,"f38c8379e21541a7b708831e15af7b45",6,,,,,,,,2
,"f38c8379e21541a7b708831e15af7b45",7,,,,,,,,2
,"f38c8379e21541a7b708831e15af7b45",8,,,,,,,,2
,"f394c52ef5324bd596eaf163acb2d12c",2,,,,,,,,2
,"f394c52ef5324bd596eaf163acb2d12c",3,,,,,,,,2
,"f394c52ef5324bd596eaf163acb2d12c",5,,,,,,,,2
,"f394c52ef5324bd596eaf163acb2d12c",6,,,,,,,,2
,"f394c52ef5324bd596eaf163acb2d12c",7,,,,,,,,2
,"f394c52ef5324bd596eaf163acb2d12c",8,,,,,,,,2
,"f3b1f16c05bb4869a9905606043be3aa",2,,,,,,,,2
,"f3b1f16c05bb4869a9905606043be3aa",3,,,,,,,,2
,"f3b1f16c05bb4869a9905606043be3aa",4,,,,,,,,2
,"f3b1f16c05bb4869a9905606043be3aa",5,,,,,,,,2
,"f3b1f16c05bb4869a9905606043be3aa",6,,,,,,,,2
,"f3b1f16c05bb4869a9905606043be3aa",8,,,,,,,,2
,"f3b90ff531cf4395be1ee1591dde88fa",2,,,,,,,,2
,"f3b90ff531cf4395be1ee1591dde88fa",3,,,,,,,,2
,"f3b90ff531cf4395be1ee1591dde88fa",4,,,,,,,,2
,"f3b90ff531cf4395be1ee1591dde88fa",5,,,,,,,,2
,"f3b90ff531cf4395be1ee1591dde88fa",6,,,,,,,,2
,"f3b90ff531cf4395be1ee1591dde88fa",7,,,,,,,,2
,"f3b90ff531cf4395be1ee1591dde88fa",8,,,,,,,,2
,"f3bfd5fcecc84d69b4b9fff5344bb25c",2,,,,,,,,2
,"f3bfd5fcecc84d69b4b9fff5344bb25c",3,,,,,,,,2
,"f3bfd5fcecc84d69b4b9fff5344bb25c",4,,,,,,,,2
,"f3bfd5fcecc84d69b4b9fff5344bb25c",5,,,,,,,,2
,"f3bfd5fcecc84d69b4b9fff5344bb25c",6,,,,,,,,2
,"f3bfd5fcecc84d69b4b9fff5344bb25c",7,,,,,,,,2
,"f3bfd5fcecc84d69b4b9fff5344bb25c",8,,,,,,,,2
,"f3c2473fa6974f70962d3fa68c69b8e2",1,,,,,,,,2
,"f3c2473fa6974f70962d3fa68c69b8e2",2,,,,,,,,2
,"f3c2473fa6974f70962d3fa68c69b8e2",3,,,,,,,,2
,"f3c2473fa6974f70962d3fa68c69b8e2",4,,,,,,,,2
,"f3c2473fa6974f70962d3fa68c69b8e2",5,,,,,,,,2
,"f3c2473fa6974f70962d3fa68c69b8e2",7,,,,,,,,2
,"f3c2473fa6974f70962d3fa68c69b8e2",8,,,,,,,,2
,"f3c2947ecf934078b9c2cabd762c01d6",2,,,,,,,,2
,"f3c2947ecf934078b9c2cabd762c01d6",3,,,,,,,,2
,"f3c2947ecf934078b9c2cabd762c01d6",4,,,,,,,,2
,"f3c2947ecf934078b9c2cabd762c01d6",5,,,,,,,,2
,"f3c2947ecf934078b9c2cabd762c01d6",6,,,,,,,,2
,"f3c2947ecf934078b9c2cabd762c01d6",8,,,,,,,,2
,"f3e66dbb1c014cbbacd81e6ac1d13a82",2,,,,,,,,2
,"f3e66dbb1c014cbbacd81e6ac1d13a82",3,,,,,,,,2
,"f3e66dbb1c014cbbacd81e6ac1d13a82",4,,,,,,,,2
,"f3e66dbb1c014cbbacd81e6ac1d13a82",5,,,,,,,,2
,"f3e66dbb1c014cbbacd81e6ac1d13a82",7,,,,,,,,2
,"f3e66dbb1c014cbbacd81e6ac1d13a82",8,,,,,,,,2
,"f3ef05c412244ce59d7856da0cf53568",2,,,,,,,,2
,"f3ef05c412244ce59d7856da0cf53568",3,,,,,,,,2
,"f3ef05c412244ce59d7856da0cf53568",4,,,,,,,,2
,"f3ef05c412244ce59d7856da0cf53568",5,,,,,,,,2
,"f3ef05c412244ce59d7856da0cf53568",7,,,,,,,,2
,"f40be057a0014a09960af217a31cc591",1,,,,,,,,2
,"f40be057a0014a09960af217a31cc591",2,,,,,,,,2
,"f40be057a0014a09960af217a31cc591",3,,,,,,,,2
,"f40be057a0014a09960af217a31cc591",4,,,,,,,,2
,"f40be057a0014a09960af217a31cc591",5,,,,,,,,2
,"f40be057a0014a09960af217a31cc591",8,,,,,,,,2
,"f4149f57ce274bccb0739ff62f78e487",1,,,,,,,,2
,"f4149f57ce274bccb0739ff62f78e487",2,,,,,,,,2
,"f4149f57ce274bccb0739ff62f78e487",3,,,,,,,,2
,"f4149f57ce274bccb0739ff62f78e487",4,,,,,,,,2
,"f4149f57ce274bccb0739ff62f78e487",5,,,,,,,,2
,"f4149f57ce274bccb0739ff62f78e487",7,,,,,,,,2
,"f42ee90890564405a8c1f7c776c3a125",2,,,,,,,,2
,"f42ee90890564405a8c1f7c776c3a125",3,,,,,,,,2
,"f42ee90890564405a8c1f7c776c3a125",4,,,,,,,,2
,"f42ee90890564405a8c1f7c776c3a125",5,,,,,,,,2
,"f42ee90890564405a8c1f7c776c3a125",6,,,,,,,,2
,"f42ee90890564405a8c1f7c776c3a125",7,,,,,,,,2
,"f42ee90890564405a8c1f7c776c3a125",8,,,,,,,,2
,"f44d99ead945471a883d58c7a381897c",2,,,,,,,,2
,"f44d99ead945471a883d58c7a381897c",3,,,,,,,,2
,"f44d99ead945471a883d58c7a381897c",4,,,,,,,,2
,"f44d99ead945471a883d58c7a381897c",5,,,,,,,,2
,"f44d99ead945471a883d58c7a381897c",6,,,,,,,,2
,"f44d99ead945471a883d58c7a381897c",7,,,,,,,,2
,"f44d99ead945471a883d58c7a381897c",8,,,,,,,,2
,"f459d97cb9984f9986be95933cc389c2",2,,,,,,,,2
,"f459d97cb9984f9986be95933cc389c2",5,,,,,,,,2
,"f459d97cb9984f9986be95933cc389c2",6,,,,,,,,2
,"f459d97cb9984f9986be95933cc389c2",7,,,,,,,,2
,"f459d97cb9984f9986be95933cc389c2",8,,,,,,,,2
,"f4686034113047ff95f75612e8dcb6ed",2,,,,,,,,2
,"f4686034113047ff95f75612e8dcb6ed",3,,,,,,,,2
,"f4686034113047ff95f75612e8dcb6ed",4,,,,,,,,2
,"f4686034113047ff95f75612e8dcb6ed",5,,,,,,,,2
,"f4686034113047ff95f75612e8dcb6ed",6,,,,,,,,2
,"f4686034113047ff95f75612e8dcb6ed",7,,,,,,,,2
,"f4686034113047ff95f75612e8dcb6ed",8,,,,,,,,2
,"f488539b4ee34dde9bd7f04d436cd196",2,,,,,,,,2
,"f488539b4ee34dde9bd7f04d436cd196",3,,,,,,,,2
,"f488539b4ee34dde9bd7f04d436cd196",4,,,,,,,,2
,"f488539b4ee34dde9bd7f04d436cd196",5,,,,,,,,2
,"f488539b4ee34dde9bd7f04d436cd196",7,,,,,,,,2
,"f488539b4ee34dde9bd7f04d436cd196",8,,,,,,,,2
,"f48de9a6d7984b04bf160950582619ad",2,,,,,,,,2
,"f48de9a6d7984b04bf160950582619ad",3,,,,,,,,2
,"f48de9a6d7984b04bf160950582619ad",4,,,,,,,,2
,"f48de9a6d7984b04bf160950582619ad",5,,,,,,,,2
,"f48de9a6d7984b04bf160950582619ad",6,,,,,,,,2
,"f48de9a6d7984b04bf160950582619ad",8,,,,,,,,2
,"f4a7510c51364ed5ac27310851083b78",1,,,,,,,,2
,"f4a7510c51364ed5ac27310851083b78",2,,,,,,,,2
,"f4a7510c51364ed5ac27310851083b78",3,,,,,,,,2
,"f4a7510c51364ed5ac27310851083b78",4,,,,,,,,2
,"f4a7510c51364ed5ac27310851083b78",5,,,,,,,,2
,"f4a7510c51364ed5ac27310851083b78",8,,,,,,,,2
,"f4b96129ca39417db535ade40e94bc7a",2,,,,,,,,2
,"f4b96129ca39417db535ade40e94bc7a",3,,,,,,,,2
,"f4b96129ca39417db535ade40e94bc7a",4,,,,,,,,2
,"f4b96129ca39417db535ade40e94bc7a",5,,,,,,,,2
,"f4b96129ca39417db535ade40e94bc7a",6,,,,,,,,2
,"f4b96129ca39417db535ade40e94bc7a",7,,,,,,,,2
,"f4b96129ca39417db535ade40e94bc7a",8,,,,,,,,2
,"f4c23a0241fe4434b9c076b58415c174",2,,,,,,,,2
,"f4c23a0241fe4434b9c076b58415c174",4,,,,,,,,2
,"f4c23a0241fe4434b9c076b58415c174",5,,,,,,,,2
,"f4c23a0241fe4434b9c076b58415c174",6,,,,,,,,2
,"f4c23a0241fe4434b9c076b58415c174",8,,,,,,,,2
,"f50a6e5cae3b4f758031b1a5daa5c0a5",1,,,,,,,,2
,"f50a6e5cae3b4f758031b1a5daa5c0a5",2,,,,,,,,2
,"f50a6e5cae3b4f758031b1a5daa5c0a5",3,,,,,,,,2
,"f50a6e5cae3b4f758031b1a5daa5c0a5",4,,,,,,,,2
,"f50a6e5cae3b4f758031b1a5daa5c0a5",5,,,,,,,,2
,"f50a6e5cae3b4f758031b1a5daa5c0a5",7,,,,,,,,2
,"f50de694f7f546e8a237e8f226b66f21",2,,,,,,,,2
,"f50de694f7f546e8a237e8f226b66f21",3,,,,,,,,2
,"f50de694f7f546e8a237e8f226b66f21",4,,,,,,,,2
,"f50de694f7f546e8a237e8f226b66f21",5,,,,,,,,2
,"f50de694f7f546e8a237e8f226b66f21",8,,,,,,,,2
,"f5115db079e542e88d73985eb5d2d025",2,,,,,,,,2
,"f5115db079e542e88d73985eb5d2d025",3,,,,,,,,2
,"f5115db079e542e88d73985eb5d2d025",4,,,,,,,,2
,"f5115db079e542e88d73985eb5d2d025",5,,,,,,,,2
,"f5115db079e542e88d73985eb5d2d025",6,,,,,,,,2
,"f5115db079e542e88d73985eb5d2d025",8,,,,,,,,2
,"f51306b5fd544fe785a872493153c6f0",2,,,,,,,,2
,"f51306b5fd544fe785a872493153c6f0",3,,,,,,,,2
,"f51306b5fd544fe785a872493153c6f0",4,,,,,,,,2
,"f51306b5fd544fe785a872493153c6f0",5,,,,,,,,2
,"f51306b5fd544fe785a872493153c6f0",6,,,,,,,,2
,"f51306b5fd544fe785a872493153c6f0",7,,,,,,,,2
,"f51306b5fd544fe785a872493153c6f0",8,,,,,,,,2
,"f5302683689d4352b65264e175836ca6",1,,,,,,,,2
,"f5302683689d4352b65264e175836ca6",2,,,,,,,,2
,"f5302683689d4352b65264e175836ca6",3,,,,,,,,2
,"f5302683689d4352b65264e175836ca6",5,,,,,,,,2
,"f5302683689d4352b65264e175836ca6",7,,,,,,,,2
,"f5302683689d4352b65264e175836ca6",8,,,,,,,,2
,"f53bf9f56d034952b28bc79eb96580c3",2,,,,,,,,2
,"f53bf9f56d034952b28bc79eb96580c3",3,,,,,,,,2
,"f53bf9f56d034952b28bc79eb96580c3",4,,,,,,,,2
,"f53bf9f56d034952b28bc79eb96580c3",5,,,,,,,,2
,"f53bf9f56d034952b28bc79eb96580c3",6,,,,,,,,2
,"f53bf9f56d034952b28bc79eb96580c3",7,,,,,,,,2
,"f53bf9f56d034952b28bc79eb96580c3",8,,,,,,,,2
,"f58f65df73064742a85798aab0193743",2,,,,,,,,2
,"f58f65df73064742a85798aab0193743",3,,,,,,,,2
,"f58f65df73064742a85798aab0193743",4,,,,,,,,2
,"f58f65df73064742a85798aab0193743",5,,,,,,,,2
,"f58f65df73064742a85798aab0193743",6,,,,,,,,2
,"f58f65df73064742a85798aab0193743",7,,,,,,,,2
,"f58f65df73064742a85798aab0193743",8,,,,,,,,2
,"f5a441ac9a87495d853bf2509988c853",2,,,,,,,,2
,"f5a441ac9a87495d853bf2509988c853",3,,,,,,,,2
,"f5a441ac9a87495d853bf2509988c853",4,,,,,,,,2
,"f5a441ac9a87495d853bf2509988c853",5,,,,,,,,2
,"f5a441ac9a87495d853bf2509988c853",6,,,,,,,,2
,"f5a441ac9a87495d853bf2509988c853",8,,,,,,,,2
,"f5c3e4154f624190933b917b9bc66477",2,,,,,,,,2
,"f5c3e4154f624190933b917b9bc66477",3,,,,,,,,2
,"f5c3e4154f624190933b917b9bc66477",4,,,,,,,,2
,"f5c3e4154f624190933b917b9bc66477",5,,,,,,,,2
,"f5c3e4154f624190933b917b9bc66477",6,,,,,,,,2
,"f5c3e4154f624190933b917b9bc66477",7,,,,,,,,2
,"f5d8ee469711439b87fef0a80b86fe1f",2,,,,,,,,2
,"f5d8ee469711439b87fef0a80b86fe1f",4,,,,,,,,2
,"f5d8ee469711439b87fef0a80b86fe1f",5,,,,,,,,2
,"f5d8ee469711439b87fef0a80b86fe1f",7,,,,,,,,2
,"f5d8ee469711439b87fef0a80b86fe1f",8,,,,,,,,2
,"f5ebba788969449fa8e032bebd48f8e7",2,,,,,,,,2
,"f5ebba788969449fa8e032bebd48f8e7",3,,,,,,,,2
,"f5ebba788969449fa8e032bebd48f8e7",4,,,,,,,,2
,"f5ebba788969449fa8e032bebd48f8e7",5,,,,,,,,2
,"f5ebba788969449fa8e032bebd48f8e7",6,,,,,,,,2
,"f5ebba788969449fa8e032bebd48f8e7",8,,,,,,,,2
,"f5fb7e0d647e4257bd4e9078ed6df81a",2,,,,,,,,2
,"f5fb7e0d647e4257bd4e9078ed6df81a",4,,,,,,,,2
,"f5fb7e0d647e4257bd4e9078ed6df81a",5,,,,,,,,2
,"f5fb7e0d647e4257bd4e9078ed6df81a",6,,,,,,,,2
,"f5fb7e0d647e4257bd4e9078ed6df81a",8,,,,,,,,2
,"f64e0ec7b8c44a35aad0e16af67a9a56",2,,,,,,,,2
,"f64e0ec7b8c44a35aad0e16af67a9a56",3,,,,,,,,2
,"f64e0ec7b8c44a35aad0e16af67a9a56",4,,,,,,,,2
,"f64e0ec7b8c44a35aad0e16af67a9a56",5,,,,,,,,2
,"f64e0ec7b8c44a35aad0e16af67a9a56",6,,,,,,,,2
,"f64e0ec7b8c44a35aad0e16af67a9a56",7,,,,,,,,2
,"f64e0ec7b8c44a35aad0e16af67a9a56",8,,,,,,,,2
,"f658cad1f5744b429cae49998c1db35b",2,,,,,,,,2
,"f658cad1f5744b429cae49998c1db35b",3,,,,,,,,2
,"f658cad1f5744b429cae49998c1db35b",4,,,,,,,,2
,"f658cad1f5744b429cae49998c1db35b",5,,,,,,,,2
,"f658cad1f5744b429cae49998c1db35b",6,,,,,,,,2
,"f658cad1f5744b429cae49998c1db35b",8,,,,,,,,2
,"f65bacd459a642efba404e2091e510ad",2,,,,,,,,2
,"f65bacd459a642efba404e2091e510ad",3,,,,,,,,2
,"f65bacd459a642efba404e2091e510ad",4,,,,,,,,2
,"f65bacd459a642efba404e2091e510ad",5,,,,,,,,2
,"f65bacd459a642efba404e2091e510ad",6,,,,,,,,2
,"f65bacd459a642efba404e2091e510ad",7,,,,,,,,2
,"f65bacd459a642efba404e2091e510ad",8,,,,,,,,2
,"f66344aca32b4dbc852b4d9c6f3738bf",2,,,,,,,,2
,"f66344aca32b4dbc852b4d9c6f3738bf",3,,,,,,,,2
,"f66344aca32b4dbc852b4d9c6f3738bf",4,,,,,,,,2
,"f66344aca32b4dbc852b4d9c6f3738bf",5,,,,,,,,2
,"f66344aca32b4dbc852b4d9c6f3738bf",7,,,,,,,,2
,"f66344aca32b4dbc852b4d9c6f3738bf",8,,,,,,,,2
,"f6640bf10aaf42db95c6de959704bb8e",2,,,,,,,,2
,"f6640bf10aaf42db95c6de959704bb8e",3,,,,,,,,2
,"f6640bf10aaf42db95c6de959704bb8e",4,,,,,,,,2
,"f6640bf10aaf42db95c6de959704bb8e",5,,,,,,,,2
,"f6640bf10aaf42db95c6de959704bb8e",7,,,,,,,,2
,"f6777f44a53347b49ddd06a517d9a1cd",2,,,,,,,,2
,"f6777f44a53347b49ddd06a517d9a1cd",3,,,,,,,,2
,"f6777f44a53347b49ddd06a517d9a1cd",4,,,,,,,,2
,"f6777f44a53347b49ddd06a517d9a1cd",5,,,,,,,,2
,"f6777f44a53347b49ddd06a517d9a1cd",6,,,,,,,,2
,"f6777f44a53347b49ddd06a517d9a1cd",7,,,,,,,,2
,"f68a894fd12244019eb1afcb95b6b002",2,,,,,,,,2
,"f68a894fd12244019eb1afcb95b6b002",3,,,,,,,,2
,"f68a894fd12244019eb1afcb95b6b002",5,,,,,,,,2
,"f68a894fd12244019eb1afcb95b6b002",6,,,,,,,,2
,"f68a894fd12244019eb1afcb95b6b002",7,,,,,,,,2
,"f68a894fd12244019eb1afcb95b6b002",8,,,,,,,,2
,"f69a2eb03fcb4f20b4fba8283efb7ae4",2,,,,,,,,2
,"f69a2eb03fcb4f20b4fba8283efb7ae4",3,,,,,,,,2
,"f69a2eb03fcb4f20b4fba8283efb7ae4",4,,,,,,,,2
,"f69a2eb03fcb4f20b4fba8283efb7ae4",5,,,,,,,,2
,"f69a2eb03fcb4f20b4fba8283efb7ae4",7,,,,,,,,2
,"f6af646d608c4b40b033e98dab656713",2,,,,,,,,2
,"f6af646d608c4b40b033e98dab656713",3,,,,,,,,2
,"f6af646d608c4b40b033e98dab656713",4,,,,,,,,2
,"f6af646d608c4b40b033e98dab656713",5,,,,,,,,2
,"f6af646d608c4b40b033e98dab656713",6,,,,,,,,2
,"f6af646d608c4b40b033e98dab656713",7,,,,,,,,2
,"f6af646d608c4b40b033e98dab656713",8,,,,,,,,2
,"f6d80cced6c24f0f93d347d5bcaa5288",2,,,,,,,,2
,"f6d80cced6c24f0f93d347d5bcaa5288",3,,,,,,,,2
,"f6d80cced6c24f0f93d347d5bcaa5288",4,,,,,,,,2
,"f6d80cced6c24f0f93d347d5bcaa5288",5,,,,,,,,2
,"f6d80cced6c24f0f93d347d5bcaa5288",6,,,,,,,,2
,"f6d80cced6c24f0f93d347d5bcaa5288",8,,,,,,,,2
,"f6ebb396cddb430693c58b75f2c34ccf",2,,,,,,,,2
,"f6ebb396cddb430693c58b75f2c34ccf",3,,,,,,,,2
