"hhid","CEE01","CEE02","CEE02_1","CEE03"
"e0c4f4458c6d45c3b8f5ab2aabbadc85","Pension and social security payments",805,2,
"e0c4f4458c6d45c3b8f5ab2aabbadc85","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"e0e5c59882a04abeb550377d95a153ff","Income tax",801,2,
"e0e5c59882a04abeb550377d95a153ff","Local Service tax",804,2,
"e0e5c59882a04abeb550377d95a153ff","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"e0e5c59882a04abeb550377d95a153ff","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"e0e5c59882a04abeb550377d95a153ff","Property rates (taxes)",802,2,
"e0e5c59882a04abeb550377d95a153ff","Pension and social security payments",805,2,
"e0e5c59882a04abeb550377d95a153ff","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"e0e5c59882a04abeb550377d95a153ff","Funerals and other social functions",807,1,50000
"e0e5c59882a04abeb550377d95a153ff","Interest on loans",808,1,15000
"e0e5c59882a04abeb550377d95a153ff","Remittances, gifts, and other transfers",806,2,
"e13e814ea3044d199c7809229a709a16","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"e13e814ea3044d199c7809229a709a16","Interest on loans",808,2,
"e13e814ea3044d199c7809229a709a16","Income tax",801,2,
"e13e814ea3044d199c7809229a709a16","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"e13e814ea3044d199c7809229a709a16","Pension and social security payments",805,2,
"e13e814ea3044d199c7809229a709a16","Funerals and other social functions",807,1,200000
"e13e814ea3044d199c7809229a709a16","Property rates (taxes)",802,2,
"e13e814ea3044d199c7809229a709a16","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"e13e814ea3044d199c7809229a709a16","Local Service tax",804,2,
"e13e814ea3044d199c7809229a709a16","Remittances, gifts, and other transfers",806,2,
"e152b42c97104718aec92008671c5a49","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"e152b42c97104718aec92008671c5a49","Interest on loans",808,2,
"e152b42c97104718aec92008671c5a49","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"e152b42c97104718aec92008671c5a49","Remittances, gifts, and other transfers",806,2,
"e152b42c97104718aec92008671c5a49","Property rates (taxes)",802,2,
"e152b42c97104718aec92008671c5a49","Local Service tax",804,2,
"e152b42c97104718aec92008671c5a49","Pension and social security payments",805,2,
"e152b42c97104718aec92008671c5a49","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"e152b42c97104718aec92008671c5a49","Funerals and other social functions",807,1,200000
"e152b42c97104718aec92008671c5a49","Income tax",801,2,
"e1574e4773b548a090ee537919713b0c","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"e1574e4773b548a090ee537919713b0c","Income tax",801,2,
"e1574e4773b548a090ee537919713b0c","Pension and social security payments",805,2,
"e1574e4773b548a090ee537919713b0c","Remittances, gifts, and other transfers",806,1,2500000
"e1574e4773b548a090ee537919713b0c","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"e1574e4773b548a090ee537919713b0c","Interest on loans",808,2,
"e1574e4773b548a090ee537919713b0c","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"e1574e4773b548a090ee537919713b0c","Funerals and other social functions",807,1,20000
"e1574e4773b548a090ee537919713b0c","Local Service tax",804,2,
"e1574e4773b548a090ee537919713b0c","Property rates (taxes)",802,2,
"e16430700605483094eb2241798d8b12","Property rates (taxes)",802,2,
"e16430700605483094eb2241798d8b12","Pension and social security payments",805,2,
"e16430700605483094eb2241798d8b12","Funerals and other social functions",807,1,45000
"e16430700605483094eb2241798d8b12","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"e16430700605483094eb2241798d8b12","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"e16430700605483094eb2241798d8b12","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"e16430700605483094eb2241798d8b12","Local Service tax",804,2,
"e16430700605483094eb2241798d8b12","Income tax",801,2,
"e16430700605483094eb2241798d8b12","Remittances, gifts, and other transfers",806,1,70000
"e16430700605483094eb2241798d8b12","Interest on loans",808,2,
"e16705f59aef4668ab4b2eba8162f925","Interest on loans",808,2,
"e16705f59aef4668ab4b2eba8162f925","Pension and social security payments",805,2,
"e16705f59aef4668ab4b2eba8162f925","Funerals and other social functions",807,2,
"e16705f59aef4668ab4b2eba8162f925","Remittances, gifts, and other transfers",806,1,60000
"e16705f59aef4668ab4b2eba8162f925","Local Service tax",804,2,
"e16705f59aef4668ab4b2eba8162f925","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"e16705f59aef4668ab4b2eba8162f925","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"e16705f59aef4668ab4b2eba8162f925","Income tax",801,2,
"e16705f59aef4668ab4b2eba8162f925","Property rates (taxes)",802,2,
"e16705f59aef4668ab4b2eba8162f925","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"e184bc900fb54a7fa6852141914fe848","Property rates (taxes)",802,2,
"e184bc900fb54a7fa6852141914fe848","Income tax",801,2,
"e184bc900fb54a7fa6852141914fe848","Pension and social security payments",805,2,
"e184bc900fb54a7fa6852141914fe848","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"e184bc900fb54a7fa6852141914fe848","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"e184bc900fb54a7fa6852141914fe848","Local Service tax",804,2,
"e184bc900fb54a7fa6852141914fe848","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"e184bc900fb54a7fa6852141914fe848","Funerals and other social functions",807,1,30000
"e184bc900fb54a7fa6852141914fe848","Interest on loans",808,2,
"e184bc900fb54a7fa6852141914fe848","Remittances, gifts, and other transfers",806,2,
"e18e3ded6e684e3b9492a55090893950","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"e18e3ded6e684e3b9492a55090893950","Income tax",801,2,
"e18e3ded6e684e3b9492a55090893950","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"e18e3ded6e684e3b9492a55090893950","Local Service tax",804,2,
"e18e3ded6e684e3b9492a55090893950","Property rates (taxes)",802,2,
"e18e3ded6e684e3b9492a55090893950","Remittances, gifts, and other transfers",806,2,
"e18e3ded6e684e3b9492a55090893950","Funerals and other social functions",807,1,10000
"e18e3ded6e684e3b9492a55090893950","Interest on loans",808,2,
"e18e3ded6e684e3b9492a55090893950","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"e18e3ded6e684e3b9492a55090893950","Pension and social security payments",805,2,
"e1b9ef12df374cc7a3310c77f9b2049d","Interest on loans",808,2,
"e1b9ef12df374cc7a3310c77f9b2049d","Remittances, gifts, and other transfers",806,1,200000
"e1b9ef12df374cc7a3310c77f9b2049d","Pension and social security payments",805,2,
"e1b9ef12df374cc7a3310c77f9b2049d","Local Service tax",804,2,
"e1b9ef12df374cc7a3310c77f9b2049d","Funerals and other social functions",807,1,150000
"e1b9ef12df374cc7a3310c77f9b2049d","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"e1b9ef12df374cc7a3310c77f9b2049d","Property rates (taxes)",802,2,
"e1b9ef12df374cc7a3310c77f9b2049d","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"e1b9ef12df374cc7a3310c77f9b2049d","Income tax",801,2,
"e1b9ef12df374cc7a3310c77f9b2049d","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"e1c2d05aa48f4dda8445d06ec8ef2956","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"e1c2d05aa48f4dda8445d06ec8ef2956","Local Service tax",804,2,
"e1c2d05aa48f4dda8445d06ec8ef2956","Pension and social security payments",805,2,
"e1c2d05aa48f4dda8445d06ec8ef2956","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"e1c2d05aa48f4dda8445d06ec8ef2956","Remittances, gifts, and other transfers",806,1,5000
"e1c2d05aa48f4dda8445d06ec8ef2956","Interest on loans",808,2,
"e1c2d05aa48f4dda8445d06ec8ef2956","Funerals and other social functions",807,2,
"e1c2d05aa48f4dda8445d06ec8ef2956","Income tax",801,2,
"e1c2d05aa48f4dda8445d06ec8ef2956","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"e1c2d05aa48f4dda8445d06ec8ef2956","Property rates (taxes)",802,2,
"e1e4f600d96d467f8131e66be3ef1571","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"e1e4f600d96d467f8131e66be3ef1571","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"e1e4f600d96d467f8131e66be3ef1571","Pension and social security payments",805,2,
"e1e4f600d96d467f8131e66be3ef1571","Funerals and other social functions",807,1,10000
"e1e4f600d96d467f8131e66be3ef1571","Property rates (taxes)",802,2,
"e1e4f600d96d467f8131e66be3ef1571","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"e1e4f600d96d467f8131e66be3ef1571","Interest on loans",808,2,
"e1e4f600d96d467f8131e66be3ef1571","Local Service tax",804,2,
"e1e4f600d96d467f8131e66be3ef1571","Remittances, gifts, and other transfers",806,1,20000
"e1e4f600d96d467f8131e66be3ef1571","Income tax",801,2,
"e2003f17fe5e4ac49e2c9db3398d75c0","Funerals and other social functions",807,1,35000
"e2003f17fe5e4ac49e2c9db3398d75c0","Pension and social security payments",805,2,
"e2003f17fe5e4ac49e2c9db3398d75c0","Income tax",801,2,
"e2003f17fe5e4ac49e2c9db3398d75c0","Local Service tax",804,2,
"e2003f17fe5e4ac49e2c9db3398d75c0","Remittances, gifts, and other transfers",806,2,
"e2003f17fe5e4ac49e2c9db3398d75c0","Interest on loans",808,2,
"e2003f17fe5e4ac49e2c9db3398d75c0","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"e2003f17fe5e4ac49e2c9db3398d75c0","Property rates (taxes)",802,2,
"e2003f17fe5e4ac49e2c9db3398d75c0","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"e2003f17fe5e4ac49e2c9db3398d75c0","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"e208035794a945d8a742e18aff2925ec","Property rates (taxes)",802,2,
"e208035794a945d8a742e18aff2925ec","Interest on loans",808,2,
"e208035794a945d8a742e18aff2925ec","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"e208035794a945d8a742e18aff2925ec","Pension and social security payments",805,2,
"e208035794a945d8a742e18aff2925ec","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"e208035794a945d8a742e18aff2925ec","Funerals and other social functions",807,1,2000
"e208035794a945d8a742e18aff2925ec","Income tax",801,2,
"e208035794a945d8a742e18aff2925ec","Local Service tax",804,2,
"e208035794a945d8a742e18aff2925ec","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"e208035794a945d8a742e18aff2925ec","Remittances, gifts, and other transfers",806,2,
"e23426755e80453e923ddb805290cfa3","Local Service tax",804,2,
"e23426755e80453e923ddb805290cfa3","Pension and social security payments",805,2,
"e23426755e80453e923ddb805290cfa3","Interest on loans",808,2,
"e23426755e80453e923ddb805290cfa3","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"e23426755e80453e923ddb805290cfa3","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"e23426755e80453e923ddb805290cfa3","Income tax",801,2,
"e23426755e80453e923ddb805290cfa3","Property rates (taxes)",802,2,
"e23426755e80453e923ddb805290cfa3","Funerals and other social functions",807,1,30000
"e23426755e80453e923ddb805290cfa3","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"e23426755e80453e923ddb805290cfa3","Remittances, gifts, and other transfers",806,2,
"e278c7ce0c9e4918b7adf4c6cddb84a6","Funerals and other social functions",807,1,14400
"e278c7ce0c9e4918b7adf4c6cddb84a6","Remittances, gifts, and other transfers",806,2,
"e278c7ce0c9e4918b7adf4c6cddb84a6","Property rates (taxes)",802,2,
"e278c7ce0c9e4918b7adf4c6cddb84a6","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"e278c7ce0c9e4918b7adf4c6cddb84a6","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"e278c7ce0c9e4918b7adf4c6cddb84a6","Income tax",801,2,
"e278c7ce0c9e4918b7adf4c6cddb84a6","Pension and social security payments",805,2,
"e278c7ce0c9e4918b7adf4c6cddb84a6","Local Service tax",804,2,
"e278c7ce0c9e4918b7adf4c6cddb84a6","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"e278c7ce0c9e4918b7adf4c6cddb84a6","Interest on loans",808,1,3600
"e29bc76e2e4646568e2efe6af67f89b4","Pension and social security payments",805,2,
"e29bc76e2e4646568e2efe6af67f89b4","Income tax",801,2,
"e29bc76e2e4646568e2efe6af67f89b4","Funerals and other social functions",807,2,
"e29bc76e2e4646568e2efe6af67f89b4","Property rates (taxes)",802,2,
"e29bc76e2e4646568e2efe6af67f89b4","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"e29bc76e2e4646568e2efe6af67f89b4","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"e29bc76e2e4646568e2efe6af67f89b4","Interest on loans",808,2,
"e29bc76e2e4646568e2efe6af67f89b4","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"e29bc76e2e4646568e2efe6af67f89b4","Remittances, gifts, and other transfers",806,1,15000
"e29bc76e2e4646568e2efe6af67f89b4","Local Service tax",804,2,
"e2d990414c764b6586b2955fda395718","Pension and social security payments",805,2,
"e2d990414c764b6586b2955fda395718","Property rates (taxes)",802,2,
"e2d990414c764b6586b2955fda395718","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"e2d990414c764b6586b2955fda395718","Funerals and other social functions",807,1,20000
"e2d990414c764b6586b2955fda395718","Interest on loans",808,2,
"e2d990414c764b6586b2955fda395718","User fees and charges (passport, legal, photocopying service of marriage)",803,2,
"e2d990414c764b6586b2955fda395718","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
"e2d990414c764b6586b2955fda395718","Income tax",801,2,
"e2d990414c764b6586b2955fda395718","Remittances, gifts, and other transfers",806,2,
"e2d990414c764b6586b2955fda395718","Local Service tax",804,2,
"e323cd349ba64903ac2ae2e9974faf40","Property rates (taxes)",802,2,
"e323cd349ba64903ac2ae2e9974faf40","Income tax",801,2,
"e323cd349ba64903ac2ae2e9974faf40","Interest on loans",808,2,
"e323cd349ba64903ac2ae2e9974faf40","Others (like subscriptions, interest to consumer debts, etc.)",809,2,
"e323cd349ba64903ac2ae2e9974faf40","Other financial services fees (credit card fees, overdraft charges, bankers cheque charges, deposit/withdrawal charges, cell phone money transfer charges)",8031,2,
