"t0_hhid","APCode","hhid","s6cq03a","s6cq03b","s6cq03c","s6cq03d","s6cq03e","s6cq03f","s6cq04a","s6cq04b","s6cq04c","s6cq05a","s6cq05b","s6cq05c","s6cq06","s6cq07","s6cq08","s6cq09","s6cq10","s6cq11","s6cq12","s6cq13a","s6cq13b","s6cq14a","s6cq14b","s6cq15","s6cq15b","s6cq15c","s6cq16"
"H1590301",23,"dec021836b8140fba14e782ca5ed80ba",18,1,2,1,2,2,0,,,0,,,5,14,0,0,0,0,0,0,,0,,1,1,3,1
"H4021001",23,"df1cc459e7e3410ab5f6879b10c78b24",5,1,2,1,2,2,0,,,0,,,0,0,1,0,0,0,0,4,7000,0,,0,1,3,1
"37",23,"dfe6998bacc543368cc955f5795123d4",2,1,,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,6,5,1
"H2061003",23,"e0567864040f4ef4b16a07373eab1b85",25,1,2,1,2,2,0,,,0,,,22,14,0,1,4,0,0,0,,0,,6,3,4,1
"H0600101",25,"e131072393dd48058af3c4083d5a0cc3",146,2,,2,,2,0,,,0,,,0,0,0,0,0,4,0,150,2100,0,,0,1,,2
"H0600101",23,"e131072393dd48058af3c4083d5a0cc3",1,2,,3,5,2,0,,,0,,,3,0,0,0,0,0,2,0,,0,,0,3,4,1
"H3381001",23,"e1b837530d26461aad887ee290bd3a41",1,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,1,10000,0,,0,3,1,1
"H3990201",23,"e1c29cfcafa642d9b32b5fdf8b73e52a",12,1,,1,2,2,0,,,0,,,10,11,0,0,0,0,3,0,,4,12000,2,1,3,1
"H3690701",23,"e1c560eeec8a44db9bacd54384f303d2",10,1,2,1,2,2,0,,,0,,,10,6,0,0,0,6,0,0,,0,,0,3,5,1
"H2630801",23,"e1c8ac42f5664fc9bf58c4c280d54b03",10,6,,6,,2,0,,,0,,,5,12,0,0,0,0,6,0,,0,,1,1,5,1
"H4000801",23,"e213fc6fe4c84b7fb888fd3c4e554cce",2,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,2,6000,0,,0,3,4,1
"H1101101",23,"e23a93ebb6464f189985afe1689f4c2d",18,2,,2,,2,0,,,0,,,15,8,0,0,0,3,0,0,,0,,2,3,5,1
"H3650101",23,"e2414d8e3499478d9b5e39b9396c02bf",6,1,,1,,2,0,,,0,,,10,0,0,0,0,0,0,0,,4,8500,0,1,6,1
"H3620901",23,"e2566b933e73447baa3dc30ee28ed2bd",7,1,2,1,2,2,0,,,0,,,11,0,0,0,0,0,0,0,,3,20000,1,1,3,1
"H1320301",23,"e265214e5afd4a3a89ef8be8c09be926",1,4,,4,,2,0,,,0,,,0,0,0,0,0,0,0,1,10000,0,,0,5,1,1
"H2390601",26,"e29b9474331b4519af19406881a28279",4,1,,1,3,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,3,6,1
"H3570301",23,"e2e83a80956e4ab1af3fe81a56f8f8a8",10,1,2,1,2,2,0,,,0,,,9,8,0,0,0,4,0,0,,0,,3,3,,1
"H2350602",26,"e324531fdb304adda51bf00d933d0fc8",1,2,,2,,2,1,2,,0,,,5,0,0,0,0,0,4,0,,0,,0,3,,1
"H2350602",23,"e324531fdb304adda51bf00d933d0fc8",2,2,,2,,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,2,3,,1
"H1070402",23,"e326ec2ec92640c6891a66ae99195a02",6,2,,2,4,2,0,,,0,,,15,12,0,0,0,0,18,0,,3,10000,0,5,6,1
"H1310401",23,"e378fe587e7b4d6c9d64b0a28ea8e930",0,,,,,1,0,,,0,,,2,0,0,0,0,0,0,0,,0,,2,1,3,1
"H2000901",23,"e3cb8e87324b48e7948a4c92de4e6428",9,1,,6,,2,0,,,0,,,9,0,0,0,0,0,0,0,,0,,0,6,,1
"H3780301",23,"e3f0203d68b64cad97f8f4318b1ba9ce",2,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,2,10000,0,,0,3,4,1
"H0881101",23,"e3fcb32bee474c48b3e89743f9d5b5da",11,1,2,1,2,2,0,,,0,,,5,6,0,0,0,0,0,0,,0,,0,3,,1
"H2601201",23,"e3ff9af97d8a4e8c9263bf65f4579d3c",3,7,,7,,2,0,,,0,,,8,10,0,0,0,0,15,0,,0,,0,1,3,1
"H3780401",23,"e4033d492e3c416588f2beaa9e61dc2b",5,1,,1,,1,0,,,0,,,5,0,0,0,0,0,0,0,,0,,0,3,4,1
"H1890501",23,"e40d2859c764459d8bdb21405d2a914f",3,1,,1,,2,0,,,0,,,4,0,0,0,0,0,0,0,,1,8000,0,1,5,1
"H1200301",23,"e419dacda04441629f572c169b8adb83",9,1,2,1,2,2,0,,,0,,,32,7,0,0,0,0,15,0,,6,8000,9,1,3,2
"H3930901",23,"e43e78a3c728426ea17f6ffb860618ec",40,1,,1,,2,0,,,0,,,32,32,0,6,0,12,0,0,,2,17500,4,1,3,1
"H1080701",23,"e4ab96d4b57347b1abe0f124f5164414",13,2,,2,,2,0,,,0,,,14,0,0,0,0,0,0,0,,0,,1,3,1,1
"H3980201",23,"e4b2e8a366bc4274b24a803ec1a2439a",0,,,,,2,0,,,0,,,7,0,0,0,0,0,5,0,,0,,2,6,,1
"H3210303",23,"e4bebf7a573c46d182a45e358f4d7539",8,1,2,1,2,2,0,,,0,,,5,10,0,0,0,5,0,2,8000,2,10000,2,1,3,1
"H1411001",23,"e5000612042949518e8637dd060e82d2",7,1,,1,6,2,0,,,0,,,7,6,0,0,0,0,6,0,,0,,0,1,5,1
"H2420701",23,"e57cd2e7df2f4dcebe384715e05a7506",3,1,,1,,2,0,,,0,,,6,0,0,0,0,0,0,0,,0,,3,6,,1
"H3570601",23,"e59bee0c68164d04ae0f8fd87fd38c5d",3,1,,1,,2,0,,,0,,,8,0,0,0,0,0,5,0,,0,,0,5,6,1
"H1250101",23,"e5a22292244144b29d4c634518b564ab",8,1,11,1,11,2,0,,,0,,,3,6,0,0,0,0,0,0,,0,,1,1,6,1
"H2040901",23,"e5e6e5eb521344b78b3e3955a5ee547e",4,1,2,1,2,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,1,3,1
"H2040901",26,"e5e6e5eb521344b78b3e3955a5ee547e",4,1,2,1,2,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,3,1,1
"H1440401",23,"e5eefbcbd4654f019f8493839c625660",1,2,,2,,2,0,,,0,,,0,0,0,0,0,0,0,1,6000,0,,0,5,6,1
"H2140401",23,"e64ef7e7439849c4a14cb2f27d3c66c6",0,,,,,2,0,,,0,,,3,7,0,0,0,3,3,0,,2,10000,2,1,3,1
"H0480801",23,"e65c7ac1d4c943a4ab1cba34f5139f52",17,1,2,1,2,2,0,,,0,,,11,8,0,0,0,0,0,0,,0,,2,3,1,1
"H0480801",24,"e65c7ac1d4c943a4ab1cba34f5139f52",100,1,2,1,2,2,0,,,0,,,0,0,0,0,0,2,0,102,2100,0,,0,1,,2
"H2421002",23,"e68667f29320456dbc1253bbf9ea6963",12,1,,1,,2,0,,,0,,,8,4,0,0,0,2,0,2,8000,0,,0,5,,1
"H0010401",23,"e6a0927551ff44a1a7cf5e6e8a86483f",11,1,,1,,2,0,,,0,,,6,5,0,0,0,0,0,0,,0,,0,1,3,1
"H1860301",23,"e6cf98ffcc684351b80071bd49771123",5,1,,1,5,2,0,,,0,,,13,0,0,0,0,8,0,0,,0,,0,3,1,1
"H1310402",23,"e72ea78b6fc549c69078ab50b7534dfa",0,,,,,2,0,,,0,,,22,0,0,0,0,0,0,0,,20,12000,2,3,1,1
"H1250401",23,"e735e79cc02a45a6bd0231d29105e37f",15,1,,1,2,2,0,,,0,,,8,15,0,0,0,0,5,0,,2,15000,1,5,,1
"H4220101",23,"e79aebce67fb496f9c4dff082a58a5c4",8,1,2,1,2,2,0,,,0,,,12,3,0,0,0,0,7,0,,0,,0,6,5,1
"H2500101",26,"e80aee20e01945db9f189a0a5f556ec5",2,1,6,1,,2,0,,,0,,,0,0,0,0,0,0,0,2,12000,0,,0,1,,2
"H2500101",23,"e80aee20e01945db9f189a0a5f556ec5",15,1,6,1,,2,0,,,0,,,12,8,0,0,0,0,0,0,,0,,5,6,4,1
"H0860901",23,"e8a6a0929098435d81c4df719b8fef01",3,1,,1,,2,0,,,0,,,1,3,0,0,0,1,0,0,,0,,0,3,4,1
"H3750801",23,"e8bab60f6a964d28928e04c3229cb858",40,1,2,1,2,2,0,,,0,,,20,20,0,0,0,0,0,0,,0,,0,3,4,1
"H2030501",23,"e8cd11fea02a48ba962682aa97673c02",5,1,2,2,,2,0,,,0,,,7,1,0,0,0,0,0,0,,0,,3,6,3,1
"H2211004",23,"e8e2ecd0dc114864a91e5e8a13246465",20,1,2,1,2,2,0,,,0,,,12,12,0,0,2,0,0,0,,0,,2,3,1,1
"H1400401",26,"e91144714bfa488d8163dc83d4dfb64d",2,1,2,1,2,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,2,1,2
"H1400401",23,"e91144714bfa488d8163dc83d4dfb64d",50,1,3,1,3,2,0,,,0,,,30,30,0,0,0,0,4,0,,2,9000,4,1,3,1
"H1590401",23,"e9341cec6e4b4fe7bb53bf0c57219261",15,1,,1,,2,0,,,0,,,15,0,0,0,0,0,0,0,,0,,0,1,3,1
"H0640101",23,"e93f0ac029014d75a24d578404e5cac2",2,1,,1,,1,2,1,,0,,,2,0,0,0,0,0,0,0,,0,,0,3,,1
"H2970401",23,"e9401ac0b3af4f9297955459b4d5f9e6",6,2,,2,,2,0,,,0,,,7,0,0,0,0,0,0,0,,1,20000,0,1,,2
"H3830702",23,"e946c36eb00d496397975507d9b1d4d1",20,2,4,2,4,2,0,,,0,,,13,8,0,0,0,0,0,0,,0,,1,3,4,1
"H1461201",23,"e970bd785ccf47f9bdd0229cb2a8fe70",4,2,,2,,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,1,3,1
"H3400301",23,"e989ce38013d4150b9ebdeea706c51e2",5,1,2,1,2,2,0,,,0,,,5,0,0,0,0,0,0,0,,0,,0,3,,1
"H1331004",23,"ea397e6db951493a97da7aff4ab3e8bd",20,1,2,1,2,1,0,,,0,,,10,10,0,0,0,0,0,0,,0,,0,5,1,2
"H1440202",23,"ea659d0ef762451290ac0940bbb82a92",21,1,2,1,2,2,0,,,0,,,15,10,0,0,0,0,4,0,,0,,0,1,3,1
"H1530201",23,"ea9b82d9780e473c8604b8aec66ca080",48,1,2,2,5,2,0,,,0,,,6,60,0,0,0,0,16,0,,0,,2,1,,1
"H1530201",26,"ea9b82d9780e473c8604b8aec66ca080",5,1,,1,2,2,0,,,0,,,2,16,0,0,0,0,13,0,,0,,0,1,,1
"H3810902",23,"eae2e1b290974e1881c7a270047d21f2",7,1,2,1,2,2,0,,,0,,,18,0,0,0,0,11,0,0,,0,,0,3,4,1
"H0490802",23,"eb00a49a396a4c12bdeb731b50e87576",6,3,,3,,2,0,,,0,,,7,0,0,0,0,0,0,0,,1,10000,0,6,,1
"H0530201",23,"eb158249d5254a339af1383b5c303c8f",1,9,,9,,2,0,,,0,,,0,0,0,0,0,0,0,1,11000,0,,0,3,,1
"H1740401",23,"eb25796e1ad649679055593724664f79",2,2,,1,2,2,0,,,0,,,10,0,0,0,0,0,8,0,,0,,0,1,,1
"H4300301",23,"eb86d0d90edf4c9aa257561e4cff3c37",20,1,2,1,2,2,0,,,0,,,30,12,0,0,0,2,10,0,,10,20000,0,1,5,1
"H4300301",26,"eb86d0d90edf4c9aa257561e4cff3c37",10,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,10,20000,0,,0,1,5,1
"H1680401",23,"eb95f12c0b6b4cf5ac9bc363bd34d49a",1,1,,1,,2,0,,,0,,,0,0,0,0,0,0,0,1,15000,0,,0,3,,1
"H2960201",23,"eba2a5d18be44ae88aff02b66532afd8",3,2,,2,,1,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,6,,1
"H3350501",23,"ebcbdd6393f1445392d57880f2c6f016",6,2,3,2,3,2,0,,,0,,,2,4,0,0,0,0,0,0,,0,,0,6,,1
"H2370902",23,"ec15a19931474a8586a988a15cf99163",2,1,,2,,2,1,1,2,0,,,6,0,0,0,0,4,0,0,,0,,0,3,,1
"H1820901",23,"ec3b89661f0d48c69cd2fffbd6a1256e",10,1,,1,,2,0,,,0,,,5,7,0,1,0,0,5,4,8000,0,,0,4,5,1
"H2060201",23,"ec499129846d4a84882851dc9985ed04",25,5,,5,6,2,0,,,0,,,35,10,0,0,0,0,10,0,,7,100000,3,1,3,1
"H2090601",23,"ecd05ff9fb14461f8e5343df92cbc128",26,1,,1,,2,0,,,0,,,40,19,0,0,0,0,30,0,,0,,3,1,,1
"H1630701",23,"ecd6b193a6af4d089dff49b9e5009b1c",25,1,2,1,2,2,0,,,0,,,29,0,0,0,0,0,0,0,,0,,4,1,3,1
"H2620107",23,"ece67fd1863648ad9a8d5c540c7a4f0c",10,2,7,7,,2,0,,,0,,,9,4,0,0,0,1,0,0,,0,,2,6,3,1
"H2021002",23,"ed3f21ec5b0a4bbea52ef10a981251f6",30,1,2,1,2,2,0,,,0,,,22,15,0,0,0,0,0,0,,1,15000,6,3,1,1
"H3850101",23,"ed43da95fe2f462faf7c1409597b17aa",3,1,5,1,2,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,3,6,1
"H0450901",23,"ed4cae40f9684396adcb4c544602fcd6",20,11,,5,11,2,0,,,0,,,9,12,0,0,0,0,0,0,,0,,1,3,1,1
"H0670702",23,"ed72f3b819344913bbac5e8853eea3c0",23,1,2,1,2,2,0,,,0,,,9,18,0,0,0,4,0,0,,0,,0,1,3,1
"H1630401",23,"ed8d9888713d475d91804c19beb270e3",35,1,2,1,2,2,0,,,0,,,44,6,0,0,0,0,10,0,,0,,5,1,3,1
"H1630401",26,"ed8d9888713d475d91804c19beb270e3",18,1,2,1,2,2,0,,,0,,,19,0,0,0,0,0,0,0,,0,,1,1,3,1
"H3370301",23,"ed96f1b062fe43f6b2e13c73f93fa716",30,1,2,2,,2,0,,,0,,,30,10,0,0,0,0,0,0,,1,30000,9,1,,1
"H1700201",23,"edcff9bd95eb4216b2cea3204d85153f",12,1,2,1,2,2,0,,,0,,,5,8,0,0,0,0,0,0,,0,,1,3,1,1
"H3990701",23,"edfe36ca9a824841bf6884ec58bdc06e",19,1,,1,,2,0,,,0,,,15,21,0,0,0,14,0,0,,3,15350,0,1,,1
"H1670201",26,"ee4c6bb86b514020b0402b10043849c2",8,2,,2,,2,0,,,0,,,3,5,0,0,0,0,0,0,,0,,0,3,,1
"H1670201",23,"ee4c6bb86b514020b0402b10043849c2",1,4,,4,,2,0,,,0,,,13,0,0,0,0,0,13,1,10000,0,,0,3,,1
"H3720501",23,"ef13a2b78b844b0da82e3e44ae288e87",5,1,2,1,2,2,0,,,0,,,5,0,0,0,0,0,0,0,,0,,0,3,,1
"H2780602",23,"efb06a4a6eec42b79f28f2fe32f48817",6,1,2,1,2,2,0,,,0,,,8,0,0,0,0,0,0,0,,1,15000,1,1,3,1
"H2310101",23,"f0573c6124e34f7a84724e68c905781b",5,1,3,1,3,2,0,,,0,,,6,0,0,0,0,0,0,0,,0,,1,3,1,1
"H3770701",23,"f07fa1d1722843fe9212c50ee1e4a324",10,1,2,2,8,2,0,,,0,,,13,6,0,1,0,0,8,0,,0,,0,3,4,1
"H3830501",23,"f15fb58700b94caaa06d491e10e7919f",8,1,2,2,3,2,0,,,0,,,6,4,0,0,0,0,0,0,,0,,2,3,1,1
"H2310902",23,"f19ce505a0cc4c2eac666384f3a1e63f",16,1,2,1,2,2,0,,,0,,,13,9,0,0,0,0,0,0,,3,10000,3,1,3,2
"H3701001",23,"f1ca5df50c404322be72366e98f58e57",0,,,,,2,0,,,0,,,6,6,0,0,0,0,12,0,,0,,0,1,,2
"H3740101",23,"f1ea598fc295450ea589e51c5c8872d6",9,1,2,1,2,2,0,,,0,,,17,2,0,0,0,0,10,0,,0,,0,3,,1
"H3740101",26,"f1ea598fc295450ea589e51c5c8872d6",4,1,2,1,2,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,1,3,2
"H2611001",23,"f2202a9e0ea849329605f081e564d9cd",3,2,,2,,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,6,,1
"H3780501",23,"f2af3f1c4c0f4042a87e634157c1e592",5,1,,1,,2,0,,,0,,,2,3,0,0,0,0,0,0,,0,,0,1,,1
"H3810601",23,"f2c9b1b56ef640b8a10a3eb0df86ba35",5,1,,1,,2,0,,,0,,,5,0,0,0,0,0,0,0,,0,,0,3,4,1
"H3951001",23,"f2cf51cb757d40afb958bd42512e803f",49,1,2,1,2,2,0,,,0,,,6,45,0,0,0,1,0,0,,0,,1,3,1,1
"H1890901",23,"f2eaa357d2ad40c98407c945bcc22458",14,1,2,1,2,2,0,,,0,,,8,14,0,0,2,0,0,0,,0,,6,3,1,1
"H1880605",23,"f30df406f2024ad3ae5bda4c9421abf3",13,2,3,2,3,2,0,,,0,,,2,12,0,0,0,0,0,0,,0,,1,1,3,1
"H0610901",23,"f3362362a2064855bacc5d9b8c591700",9,1,2,1,2,2,0,,,0,,,6,3,0,0,0,0,0,0,,0,,0,3,,1
"H1400601",23,"f33654198a06474b8fe4c57cb565c649",10,1,4,1,5,2,0,,,0,,,17,0,0,0,0,0,5,0,,2,10000,0,5,1,1
"31",23,"f34754a2910b4c87af9125048fa70ba2",2,1,,1,,2,0,,,0,,,1,3,0,0,0,0,2,0,,0,,0,1,3,2
"H1410601",23,"f3483d62aaf14708aec1143d79fee326",9,1,6,6,,2,0,,,0,,,1,9,0,0,0,1,0,0,,0,,0,1,3,2
"H1430901",23,"f36e139647a04d3c92833aeb5581a04d",11,1,2,2,4,2,0,,,0,,,3,10,0,0,0,1,0,0,,0,,1,1,3,1
"H1880101",23,"f36eded836974394830ff5347fd22acb",16,1,2,1,2,2,0,,,0,,,24,16,0,1,0,0,0,0,,15,12000,8,3,5,1
"H2160201",23,"f38c8379e21541a7b708831e15af7b45",0,,,,,2,0,,,0,,,4,0,0,0,0,1,1,0,,0,,2,3,1,1
"H2310403",23,"f3b1f16c05bb4869a9905606043be3aa",16,1,2,1,2,2,0,,,0,,,14,4,0,0,0,0,0,0,,0,,2,3,1,1
"H2170801",23,"f3b90ff531cf4395be1ee1591dde88fa",3,1,,1,5,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,1,6,2
"H2570202",23,"f3c2947ecf934078b9c2cabd762c01d6",30,1,2,1,2,2,0,,,0,,,35,0,0,0,0,0,0,0,,0,,5,3,,1
"H0400201",23,"f3e66dbb1c014cbbacd81e6ac1d13a82",0,,,,,2,0,,,0,,,15,0,0,0,15,0,0,0,,0,,0,1,6,2
"H2331001",23,"f44d99ead945471a883d58c7a381897c",3,1,2,1,2,2,0,,,0,,,1,8,0,0,0,6,0,0,,0,,0,1,,2
"H2160901",23,"f4686034113047ff95f75612e8dcb6ed",3,1,2,2,4,2,0,,,0,,,4,0,0,0,0,0,0,0,,1,8000,0,5,6,1
"H1760102",23,"f488539b4ee34dde9bd7f04d436cd196",14,2,,1,2,2,0,,,0,,,6,10,0,0,1,0,0,0,,1,12000,0,1,,1
"H2590901",26,"f48de9a6d7984b04bf160950582619ad",2,2,,2,,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,3,2
"H1860102",23,"f4b96129ca39417db535ade40e94bc7a",11,1,2,1,2,2,0,,,0,,,4,8,0,0,0,0,0,0,,0,,1,3,1,1
"H3680901",23,"f4c23a0241fe4434b9c076b58415c174",1,12,,1,,2,0,,,0,,,7,0,0,0,0,0,6,0,,0,,0,6,5,1
"H1400705",23,"f50de694f7f546e8a237e8f226b66f21",15,1,,1,,2,0,,,0,,,10,12,0,0,0,7,0,0,,0,,0,3,5,1
"H2140701",23,"f51306b5fd544fe785a872493153c6f0",0,,,,,2,0,,,0,,,5,0,0,0,0,0,4,0,,0,,1,6,1,1
"H1970403",23,"f5a441ac9a87495d853bf2509988c853",13,3,,3,,2,0,,,0,,,3,9,0,0,0,0,0,1,25000,0,,0,4,6,1
"H1420801",23,"f5fb7e0d647e4257bd4e9078ed6df81a",1,3,,1,2,2,0,,,0,,,0,0,1,0,0,0,0,0,,0,,0,1,5,1
"H2250401",23,"f64e0ec7b8c44a35aad0e16af67a9a56",2,6,,1,6,2,0,,,0,,,0,0,0,0,0,0,0,2,20000,0,,0,3,1,1
"H0840401",23,"f658cad1f5744b429cae49998c1db35b",2,2,4,2,4,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,1,6,2
"H0840401",26,"f658cad1f5744b429cae49998c1db35b",2,2,4,2,4,2,0,,,0,,,7,0,0,2,0,0,0,0,,0,,3,1,5,2
"H1820204",23,"f65bacd459a642efba404e2091e510ad",2,2,,2,,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,2,1,3,1
"H3170401",23,"f6640bf10aaf42db95c6de959704bb8e",15,1,2,1,2,2,0,,,0,,,10,10,0,0,0,5,0,0,,0,,0,3,1,1
"H1890801",23,"f6af646d608c4b40b033e98dab656713",67,1,2,1,2,2,0,,,0,,,29,47,0,0,0,0,0,0,,5,15000,4,1,3,1
"H1801001",23,"f6d80cced6c24f0f93d347d5bcaa5288",7,1,,1,,2,0,,,0,,,3,5,0,0,0,0,0,0,,0,,1,3,,1
"H4030101",23,"f70636e64eec4e969652ccf12fa6c07d",47,1,2,1,2,2,1,1,2,0,,,28,29,0,0,0,0,3,0,,6,15000,1,3,1,1
"H4080201",23,"f738b1d171bc4e4f9c88e2bd2f503ac3",12,1,2,1,2,2,0,,,0,,,12,12,0,0,0,0,6,0,,5,225000,1,1,3,1
"H2330801",23,"f7746b87121742ed8843eff10b4b2791",1,1,,1,,2,0,,,0,,,1,0,0,0,0,0,0,0,,0,,0,1,3,2
"H2330801",24,"f7746b87121742ed8843eff10b4b2791",,,,,,,,,,,,,,,,,,,,,,,,,,,
"H1820902",23,"f7b0dffacb634af08f2bd375a8cc28e9",2,1,2,1,2,2,0,,,0,,,0,0,0,0,0,0,0,2,4000,0,,0,1,,1
"H1800502",23,"f7c0557a088a4545b77090902300ff1d",5,1,10,1,10,2,0,,,0,,,5,0,0,0,0,0,0,0,,0,,0,3,1,1
"H2480301",23,"f814c6555d5f4e7e8adfcaeb2464de30",2,1,,1,,2,0,,,0,,,2,0,0,0,0,0,0,0,,0,,0,6,,1
"H4250301",23,"f8544ee0345c4180bc838f650df7b4e0",9,1,8,1,8,2,0,,,0,,,12,5,0,0,0,0,0,0,,8,12000,0,1,3,1
"H1640301",23,"f8551bd9932743a2a2827584d11172aa",3,1,,1,,2,0,,,0,,,3,0,0,0,0,0,0,0,,0,,0,3,1,1
"H3750201",23,"f8646190ba344a3cb36ed34bfa0b4daf",16,1,2,1,2,2,0,,,0,,,10,6,0,0,0,0,0,0,,0,,0,3,4,1
"H3690401",23,"f8be693391c540708e57dfc700e65121",6,7,,7,,2,0,,,0,,,7,0,0,0,0,0,0,0,,0,,1,3,1,1
"H3720301",23,"f8d0cdee6f1b46428fa3f2aaca343443",2,2,,2,7,2,0,,,0,,,0,0,0,0,0,0,0,2,18000,0,,0,1,,1
"H3770901",23,"f8ed7f1685244a13b8c8c5a9ba2bdda3",6,,,,,2,0,,,0,,,10,0,0,0,0,0,0,0,,3,20000,1,5,3,1
"H3770901",26,"f8ed7f1685244a13b8c8c5a9ba2bdda3",10,,,,,2,0,,,0,,,3,7,0,0,0,0,0,0,,0,,0,3,5,1
"H1630801",23,"f927e69ce8234839a8c5d60e1b28db16",14,1,,1,5,2,0,,,0,,,10,16,0,0,0,5,0,0,,7,8000,0,1,6,1
"H2831001",23,"f9294f983933425b81d09148b46dd4e8",5,9,,1,2,2,2,1,2,0,,,5,0,0,0,0,0,0,0,,0,,0,1,6,1
"H4300101",23,"f94bff8225e34e22aec3fc4ad98278b6",10,1,2,1,2,2,0,,,0,,,9,6,0,0,0,0,0,0,,5,18000,0,1,5,1
"H2521002",23,"f953a1cb35be4a5392a4fbc1776da1c4",0,,,,,2,0,,,0,,,14,0,0,2,6,0,0,0,,4,15000,2,1,3,1
"H2081103",23,"f966421935f74f70b254a0a68e9d3b5a",24,1,3,1,3,2,0,,,0,,,31,5,0,0,3,0,0,0,,5,25000,4,1,3,2
"H3670701",23,"f9acae4d32c3460ca1aee792155649c0",7,5,,3,5,2,0,,,0,,,4,8,0,0,0,2,3,0,,0,,0,6,5,1
"H1310702",23,"f9d8c85c52ca438b833d3918a42ad7ef",4,1,,1,,2,0,,,0,,,4,0,0,0,0,0,0,0,,0,,0,1,3,1
"H2790901",23,"f9f0b330cfc94b1ba84beb4027858c5d",1,1,2,1,2,2,0,,,0,,,2,6,0,0,0,0,6,0,,0,,1,3,,1
"H1760801",23,"f9f1345566da472189f36e64aefcf902",8,1,2,1,2,2,0,,,0,,,8,0,0,0,0,0,0,0,,0,,0,1,3,1
"H2151001",23,"fa0c6e8041f04e47963bbffa7751a856",4,2,3,2,3,2,0,,,0,,,7,0,0,0,0,0,0,0,,3,10000,0,1,,2
"H2240102",23,"fa4e7ed9c2d24e2da0d376a9412c9f16",3,1,2,2,,2,0,,,0,,,0,0,0,0,0,0,0,3,8300,0,,0,3,,1
"H3811001",23,"fa8f35099c6a46b6a66158f935353cf3",3,2,,2,3,2,0,,,0,,,0,1,0,0,0,0,0,2,13000,0,,0,1,5,1
"H2330701",23,"faa651716f6e417bbea0998f80e6bd23",8,2,3,2,3,2,0,,,0,,,2,7,0,0,0,1,0,0,,0,,0,6,5,1
"H0900801",23,"fadda9d8a3ed4af983ebe0b5f07391d1",18,1,2,2,,2,0,,,0,,,8,15,0,0,0,2,0,0,,0,,3,1,,1
"H1071003",23,"fae1214286aa4c6cb8c95f9c3864a91d",0,,,,,2,0,,,0,,,10,15,0,0,5,0,14,0,,3,20000,3,3,6,1
"H1871201",23,"fafb669366d647b8ad1fb01a16d804d0",12,1,2,2,7,2,0,,,0,,,8,19,0,1,0,1,2,0,,8,18000,3,1,3,1
"H4030801",23,"fb25260a1be7411d923fa68d705392ae",35,1,3,1,3,2,0,,,0,,,21,20,0,0,5,0,3,2,7000,0,,0,1,3,1
"H1720201",23,"fb3f4f0bf8914135b43154c33db570af",11,2,4,2,4,2,0,,,0,,,9,8,0,0,0,0,3,0,,3,10000,0,1,3,1
"H1071001",23,"fbbb6a049ecd4658aaa4876dfd82cf60",2,2,,2,,2,0,,,0,,,4,0,0,0,3,0,0,2,8000,0,,1,1,3,1
"H2230301",23,"fbc0a1a072c84998b1c1fb073965059c",10,1,2,1,2,2,0,,,0,,,11,0,0,0,0,0,0,0,,0,,1,3,1,1
"H1090901",23,"fbf8f05d30f94fd095971e1f3eb08cfb",1,2,6,2,6,2,0,,,0,,,46,0,0,0,0,0,10,0,,25,8000,10,6,5,1
"H2040701",23,"fc0b56c327334a5b9acf4a1c443b877e",28,1,2,1,2,2,0,,,0,,,24,6,0,0,0,1,0,0,,0,,1,1,3,1
"H1710201",23,"fc1f1928b83e4cab9147650315de856d",20,1,,1,,2,0,,,0,,,12,20,0,0,5,7,0,0,,0,,0,3,,1
"H1710201",26,"fc1f1928b83e4cab9147650315de856d",10,1,,1,,2,0,,,0,,,10,0,0,0,0,0,0,0,,0,,0,1,,1
"H2160801",23,"fc44eb7570fe45d5bbd64092d050d002",6,1,2,1,2,2,0,,,0,,,2,8,0,0,0,3,0,0,,1,8500,0,1,6,1
"H0390201",23,"fc46e031c7524ad6929e6458368e8e58",7,2,4,2,4,2,0,,,0,,,5,3,0,0,0,0,0,0,,1,20000,0,1,,2
