"t0_hhid","hhid","A10itemcod_ID","s10q01a","s10q02a","s10q03aa","s10q04a","s10q05aa","s10q06a","s10q07aa","s10q08a"
"H2560906","df9e286e37fe42e9bee1e63cebcf1cdc",13,2,20000,2,1,,2,,
"H2560906","df9e286e37fe42e9bee1e63cebcf1cdc",3,1,4000,0,1,,2,,
"37","dfe6998bacc543368cc955f5795123d4",1,2,6000,2,1,,2,,
"37","dfe6998bacc543368cc955f5795123d4",3,1,4000,1,1,,2,,
"##N/A##","e007e8a0e65e49ce94ae0c1eabf61008",4,1,5000,1,1,,2,,
"##N/A##","e007e8a0e65e49ce94ae0c1eabf61008",3,1,7000,1,1,,2,,
"##N/A##","e007e8a0e65e49ce94ae0c1eabf61008",1,5,40000,5,1,,2,,
"H0870802","e0083ad3194c4bcf8ea38b0350f3f773",3,2,6000,2,1,,2,,
"H0870802","e0083ad3194c4bcf8ea38b0350f3f773",4,1,3000,1,1,,2,,
"H0870802","e0083ad3194c4bcf8ea38b0350f3f773",1,4,16000,4,1,,2,,
"H0870802","e0083ad3194c4bcf8ea38b0350f3f773",19,1,50000,1,1,,1,1,0
"H0870802","e0083ad3194c4bcf8ea38b0350f3f773",12,1,4000,1,1,,2,,
"H0870802","e0083ad3194c4bcf8ea38b0350f3f773",20,1,5000,1,1,,2,,
"H0870802","e0083ad3194c4bcf8ea38b0350f3f773",13,1,5000,1,1,,2,,
"H0680701","e0512732c95543e29d14d72a8d5ba7f7",1,2,8000,2,1,,2,,
"H0680701","e0512732c95543e29d14d72a8d5ba7f7",3,1,2500,1,1,,2,,
"H0680701","e0512732c95543e29d14d72a8d5ba7f7",4,1,2000,1,1,,2,,
"H2061003","e0567864040f4ef4b16a07373eab1b85",22,0,,0,1,,2,,
"H2061003","e0567864040f4ef4b16a07373eab1b85",14,0,,0,1,,1,1,0
"H2061003","e0567864040f4ef4b16a07373eab1b85",3,,,,,,,,
"H2061003","e0567864040f4ef4b16a07373eab1b85",1,3,16000,3,1,,2,,
"H2161202","e07bc322c4884559b4b8ca75c945dd3e",1,2,24000,2,1,,2,,
"H2161202","e07bc322c4884559b4b8ca75c945dd3e",14,0,,0,1,,1,1,0
"H2161202","e07bc322c4884559b4b8ca75c945dd3e",3,1,8000,1,1,,2,,
"H2850501","e1101617dd0c41c1b283f764b070e9ad",3,1,3000,1,1,,2,,
"H2850501","e1101617dd0c41c1b283f764b070e9ad",19,3,540000,3,1,,2,,
"H2850501","e1101617dd0c41c1b283f764b070e9ad",12,1,2,0,1,,2,,
"H2850501","e1101617dd0c41c1b283f764b070e9ad",1,2,10000,2,1,,2,,
"H2850501","e1101617dd0c41c1b283f764b070e9ad",8,1,2000,1,1,,2,,
"H2540303","e11b57b8ce2a4b87ae920f6df3b40fb3",1,3,9000,3,1,,2,,
"H2540303","e11b57b8ce2a4b87ae920f6df3b40fb3",3,1,4000,1,1,,2,,
"H0600101","e131072393dd48058af3c4083d5a0cc3",1,1,5000,1,1,,2,,
"H0600101","e131072393dd48058af3c4083d5a0cc3",3,1,4000,1,1,,1,1,0
"H0600101","e131072393dd48058af3c4083d5a0cc3",12,1,3500,1,1,,2,,
"H0600101","e131072393dd48058af3c4083d5a0cc3",19,1,20000,1,1,,1,1,0
"H0900501","e13b4d9133d2430dbf9e3de390973c38",20,1,3000,1,1,,2,,
"H0900501","e13b4d9133d2430dbf9e3de390973c38",19,0,,0,1,,1,1,0
"H0900501","e13b4d9133d2430dbf9e3de390973c38",3,1,2000,1,1,,2,,
"H0900501","e13b4d9133d2430dbf9e3de390973c38",22,0,,0,1,,1,1,0
"H0900501","e13b4d9133d2430dbf9e3de390973c38",1,2,5000,2,1,,2,,
"H3810101","e166c98a16c14f8ea26cbadd8b41e880",1,3,12000,3,1,,2,,
"H3810101","e166c98a16c14f8ea26cbadd8b41e880",3,1,3000,1,1,,2,,
"H0610701","e18f6a2cb3a14e879ec384c46e1a4b24",1,3,15000,3,1,,2,,
"H0610701","e18f6a2cb3a14e879ec384c46e1a4b24",12,1,4500,1,1,,2,,
"H0610701","e18f6a2cb3a14e879ec384c46e1a4b24",5,0,,0,1,,1,1,0
"H0610701","e18f6a2cb3a14e879ec384c46e1a4b24",19,1,60000,1,1,,2,,
"H0610701","e18f6a2cb3a14e879ec384c46e1a4b24",3,1,2000,1,1,,2,,
"32","e1b4a006690c4557bb55a99846cb6255",1,4,12000,4,1,,2,,
"32","e1b4a006690c4557bb55a99846cb6255",3,1,2000,1,1,,1,2,0
"H3381001","e1b837530d26461aad887ee290bd3a41",4,1,3000,1,1,,1,1,0
"H3381001","e1b837530d26461aad887ee290bd3a41",1,1,7000,1,1,,2,,
"H3381001","e1b837530d26461aad887ee290bd3a41",3,2,6000,2,1,,1,1,0
"H3990201","e1c29cfcafa642d9b32b5fdf8b73e52a",1,7,35000,7,1,,2,,
"H3990201","e1c29cfcafa642d9b32b5fdf8b73e52a",4,1,2000,1,1,,2,,
"H3690701","e1c560eeec8a44db9bacd54384f303d2",4,1,2500,1,1,,2,,
"H3690701","e1c560eeec8a44db9bacd54384f303d2",3,1,3000,1,1,,2,,
"H3690701","e1c560eeec8a44db9bacd54384f303d2",1,3,15000,3,1,,2,,
"H3390101","e1c567a7ae264f14a3cbdbab543f5438",1,6,30000,6,1,,2,,
"H3390101","e1c567a7ae264f14a3cbdbab543f5438",4,1,4000,1,1,,2,,
"H3390101","e1c567a7ae264f14a3cbdbab543f5438",3,2,6000,2,1,,2,,
"H2630801","e1c8ac42f5664fc9bf58c4c280d54b03",3,2,6000,2,1,,2,,
"H2630801","e1c8ac42f5664fc9bf58c4c280d54b03",1,2,10000,2,1,,2,,
"H4000801","e213fc6fe4c84b7fb888fd3c4e554cce",1,2,10000,2,1,,2,,
"H4000801","e213fc6fe4c84b7fb888fd3c4e554cce",22,1,2500,1,1,,2,,
"H1101101","e23a93ebb6464f189985afe1689f4c2d",4,1,1500,1,1,,2,,
"H1101101","e23a93ebb6464f189985afe1689f4c2d",3,1,2000,1,1,,2,,
"H1101101","e23a93ebb6464f189985afe1689f4c2d",1,5,35000,0,1,,2,,
"H3650101","e2414d8e3499478d9b5e39b9396c02bf",3,3,5000,3,1,,2,,
"H3650101","e2414d8e3499478d9b5e39b9396c02bf",1,6,16000,6,1,,2,,
"H1330901","e248935b902247b4896b90baab465344",14,0,,0,1,,1,1,125000
"H1330901","e248935b902247b4896b90baab465344",1,5,33000,4,1,,2,,
"H1330901","e248935b902247b4896b90baab465344",3,1,3000,1,1,,2,,
"H3620901","e2566b933e73447baa3dc30ee28ed2bd",3,1,6000,1,1,,2,,
"H3620901","e2566b933e73447baa3dc30ee28ed2bd",12,0,,1,1,,1,1,0
"H3620901","e2566b933e73447baa3dc30ee28ed2bd",1,5,40000,5,1,,1,0,0
"H3620901","e2566b933e73447baa3dc30ee28ed2bd",5,1,150000,1,1,,2,,
"H1320301","e265214e5afd4a3a89ef8be8c09be926",1,4,32000,4,1,,2,,
"H1320301","e265214e5afd4a3a89ef8be8c09be926",19,1,50000,1,1,,2,,
"H1830602","e27e58e97ccb4c6d9fdcc44e9f188179",1,2,8000,2,1,,2,,
"H1830602","e27e58e97ccb4c6d9fdcc44e9f188179",3,1,2000,1,1,,2,,
"H1830602","e27e58e97ccb4c6d9fdcc44e9f188179",4,1,2000,1,1,,2,,
"H2390601","e29b9474331b4519af19406881a28279",1,3,11000,3,1,,2,,
"H2390601","e29b9474331b4519af19406881a28279",3,1,2000,1,1,,2,,
"H3570301","e2e83a80956e4ab1af3fe81a56f8f8a8",4,,,,,,,,
"H3570301","e2e83a80956e4ab1af3fe81a56f8f8a8",19,1,30000,2,1,,2,,
"H3570301","e2e83a80956e4ab1af3fe81a56f8f8a8",3,1,1500,1,1,,2,,
"H3570301","e2e83a80956e4ab1af3fe81a56f8f8a8",1,4,12000,4,1,,2,,
"H3570301","e2e83a80956e4ab1af3fe81a56f8f8a8",12,2,4000,2,1,,2,,
"H2350602","e324531fdb304adda51bf00d933d0fc8",4,1,1500,1,1,,2,,
"H2350602","e324531fdb304adda51bf00d933d0fc8",3,1,2000,1,1,,2,,
"H2350602","e324531fdb304adda51bf00d933d0fc8",1,4,24000,4,1,,2,,
"H2350602","e324531fdb304adda51bf00d933d0fc8",12,0,,0,1,,1,1,0
"H1070402","e326ec2ec92640c6891a66ae99195a02",1,4,35000,4,1,,2,,
"H1070402","e326ec2ec92640c6891a66ae99195a02",3,1,3500,1,1,,2,,
"H1801201","e35e291410e3429e8030fc8a5cbec470",1,1,8000,2,1,,2,,
"H1310401","e378fe587e7b4d6c9d64b0a28ea8e930",3,1,3000,1,1,,2,,
"H1310401","e378fe587e7b4d6c9d64b0a28ea8e930",1,5,20000,5,1,,2,,
"H4080301","e3c060204eb444b8beb47f9a8d14f4be",3,1,2000,1,1,,2,,
"H4080301","e3c060204eb444b8beb47f9a8d14f4be",1,1,5000,1,1,,2,,
"H3580101","e3c2934f05fe4246ace1a3fcead8e23c",1,2,20000,2,1,,2,,
"H3580101","e3c2934f05fe4246ace1a3fcead8e23c",3,1,7000,1,1,,2,,
"H2000901","e3cb8e87324b48e7948a4c92de4e6428",3,2,3000,2,1,,2,,
"H2000901","e3cb8e87324b48e7948a4c92de4e6428",1,3,12000,3,1,,2,,
"H2150901","e3df4ed81b844647a2785705089efa3d",1,2,16000,2,1,,2,,
"H2150901","e3df4ed81b844647a2785705089efa3d",3,1,6000,1,1,,2,,
"H2150901","e3df4ed81b844647a2785705089efa3d",14,0,,0,1,,2,,
"H3780301","e3f0203d68b64cad97f8f4318b1ba9ce",3,1,4000,1,1,,2,,
"H3780301","e3f0203d68b64cad97f8f4318b1ba9ce",1,2,8000,2,1,,2,,
"H3780301","e3f0203d68b64cad97f8f4318b1ba9ce",4,1,2000,1,1,,2,,
"H0881101","e3fcb32bee474c48b3e89743f9d5b5da",3,1,3000,2,1,,2,,
"H0881101","e3fcb32bee474c48b3e89743f9d5b5da",19,1,30000,1,1,,1,1,8000
"H0881101","e3fcb32bee474c48b3e89743f9d5b5da",1,6,34000,6,1,,2,,
"H2601201","e3ff9af97d8a4e8c9263bf65f4579d3c",3,1,6000,1,1,,2,,
"H2601201","e3ff9af97d8a4e8c9263bf65f4579d3c",1,1,8000,1,1,,1,1,5000
"H3780401","e4033d492e3c416588f2beaa9e61dc2b",3,1,2000,1,1,,2,,
"H3780401","e4033d492e3c416588f2beaa9e61dc2b",1,3,10000,3,1,,2,,
"H1890501","e40d2859c764459d8bdb21405d2a914f",1,2,6000,3,1,,2,,
"H1200301","e419dacda04441629f572c169b8adb83",14,1,150000,1,1,,2,,
"H1200301","e419dacda04441629f572c169b8adb83",1,5,25000,8,1,,2,,
"H1200301","e419dacda04441629f572c169b8adb83",3,1,4000,1,1,,2,,
"H3930901","e43e78a3c728426ea17f6ffb860618ec",14,1,150000,1,1,,2,,
"H3930901","e43e78a3c728426ea17f6ffb860618ec",1,4,24000,4,1,,2,,
"H3930901","e43e78a3c728426ea17f6ffb860618ec",12,1,10000,1,1,,2,,
"H3930901","e43e78a3c728426ea17f6ffb860618ec",3,1,10000,1,1,,2,,
"H1810601","e44228b11b444500897c4c454abfbc8f",1,4,20000,4,1,,2,,
"H1810601","e44228b11b444500897c4c454abfbc8f",3,0,,0,1,,1,1,0
"H1810601","e44228b11b444500897c4c454abfbc8f",22,0,,0,1,,1,1,0
"H4000901","e47bdb40ab22452297e36155a49be7c9",1,2,16000,2,1,,2,,
"H4000901","e47bdb40ab22452297e36155a49be7c9",3,1,3000,2,1,,2,,
"H2390502","e4a5f18443664d8e96e26e31bca3ed3a",1,1,3000,1,1,,2,,
"H1080701","e4ab96d4b57347b1abe0f124f5164414",3,1,2000,1,1,,2,,
"H1080701","e4ab96d4b57347b1abe0f124f5164414",1,5,30000,5,1,,2,,
"H3980201","e4b2e8a366bc4274b24a803ec1a2439a",1,3,15000,2,1,,2,,
"H3210303","e4bebf7a573c46d182a45e358f4d7539",3,1,7000,1,1,,2,,
"H3210303","e4bebf7a573c46d182a45e358f4d7539",13,1,6000,1,1,,2,,
"H3210303","e4bebf7a573c46d182a45e358f4d7539",1,3,30000,3,1,,2,,
"H3210303","e4bebf7a573c46d182a45e358f4d7539",5,1,70000,1,1,,2,,
"H3210402","e4c95b54cff646b7b5f9f792bd847e6b",3,3,20000,3,1,,2,,
"H3210402","e4c95b54cff646b7b5f9f792bd847e6b",1,4,30000,4,1,,2,,
"H2340401","e4d98366307d492ba88735b4048963a2",3,0,,1,1,,2,,
"H2340401","e4d98366307d492ba88735b4048963a2",14,0,,0,1,,2,,
"H2340401","e4d98366307d492ba88735b4048963a2",1,2,20000,2,1,,2,,
"H2541001","e4dbb00faed04f81b663c5fa6e6a8a57",19,1,25000,1,1,,2,,
"H2541001","e4dbb00faed04f81b663c5fa6e6a8a57",12,1,3000,1,1,,2,,
"H2541001","e4dbb00faed04f81b663c5fa6e6a8a57",4,1,2000,1,1,,2,,
"H2541001","e4dbb00faed04f81b663c5fa6e6a8a57",3,3,6000,3,1,,2,,
"H2541001","e4dbb00faed04f81b663c5fa6e6a8a57",1,4,12000,4,1,,2,,
"H0530601","e4f6752b054a410b81ddbda0615a4a0e",3,1,3000,1,1,,2,,
"H0530601","e4f6752b054a410b81ddbda0615a4a0e",1,2,5000,2,1,,2,,
"H1411001","e5000612042949518e8637dd060e82d2",1,3,12000,3,1,,2,,
"H1411001","e5000612042949518e8637dd060e82d2",5,0,,1,2,5,,,
"H1411001","e5000612042949518e8637dd060e82d2",3,0,,0,1,,1,1,0
"H3440701","e5246c675705464281c5a4e0e267e033",19,0,,0,1,,1,1,0
"H3440701","e5246c675705464281c5a4e0e267e033",3,1,5000,1,1,,2,,
"H3440701","e5246c675705464281c5a4e0e267e033",1,3,18000,3,1,,2,,
"H3730601","e55295cf328140cc919dee3f90fd2c26",5,1,6500,1,1,,2,,
"H3730601","e55295cf328140cc919dee3f90fd2c26",3,1,4000,1,1,,2,,
"H3730601","e55295cf328140cc919dee3f90fd2c26",1,5,15000,5,1,,2,,
"H2420701","e57cd2e7df2f4dcebe384715e05a7506",3,1,2000,1,1,,2,,
"H2420701","e57cd2e7df2f4dcebe384715e05a7506",1,2,10000,2,1,,2,,
"H3570601","e59bee0c68164d04ae0f8fd87fd38c5d",1,1,7000,1,1,,2,,
"H3570601","e59bee0c68164d04ae0f8fd87fd38c5d",3,1,5000,1,1,,2,,
"H1250101","e5a22292244144b29d4c634518b564ab",1,4,30000,4,1,,2,,
"H1250101","e5a22292244144b29d4c634518b564ab",3,1,3500,1,1,,2,,
"H2040901","e5e6e5eb521344b78b3e3955a5ee547e",7,2,16000,2,1,,2,,
"H2040901","e5e6e5eb521344b78b3e3955a5ee547e",12,1,1000,1,1,,2,,
"H2040901","e5e6e5eb521344b78b3e3955a5ee547e",1,1,2000,3,1,,1,2,0
"H2040901","e5e6e5eb521344b78b3e3955a5ee547e",3,0,,2,1,,1,1,0
"H1440401","e5eefbcbd4654f019f8493839c625660",3,1,4000,1,1,,2,,
"H1440401","e5eefbcbd4654f019f8493839c625660",1,1,4000,3,1,,2,,
"H1440401","e5eefbcbd4654f019f8493839c625660",22,0,,0,1,,1,1,0
"44","e5fcdf01185749418262d3995207bd6b",1,2,4500,2,1,,2,,
"44","e5fcdf01185749418262d3995207bd6b",3,2,8000,2,1,,2,,
"H2850101","e60cc7765b564f3eb69bb3b4dab86cc1",1,1,10000,1,1,,2,,
"H2850101","e60cc7765b564f3eb69bb3b4dab86cc1",4,1,3000,1,1,,2,,
"H2850101","e60cc7765b564f3eb69bb3b4dab86cc1",3,1,5000,1,1,,2,,
"H2140401","e64ef7e7439849c4a14cb2f27d3c66c6",3,2,6000,2,1,,2,,
"H2140401","e64ef7e7439849c4a14cb2f27d3c66c6",1,2,6000,2,1,,1,1,0
"H2140401","e64ef7e7439849c4a14cb2f27d3c66c6",7,2,6000,2,1,,2,,
"H0480801","e65c7ac1d4c943a4ab1cba34f5139f52",12,2,16000,2,1,,2,,
"H0480801","e65c7ac1d4c943a4ab1cba34f5139f52",19,1,75000,1,1,,2,,
"H0480801","e65c7ac1d4c943a4ab1cba34f5139f52",5,1,80000,1,1,,2,,
"H0480801","e65c7ac1d4c943a4ab1cba34f5139f52",4,2,8000,2,1,,1,2,0
"H0480801","e65c7ac1d4c943a4ab1cba34f5139f52",3,3,12000,3,1,,1,1,0
"H0480801","e65c7ac1d4c943a4ab1cba34f5139f52",1,4,24000,6,1,,2,,
"H2340702","e65d69bcd3684163bf82242478b9490d",1,3,6500,3,1,,2,,
"H2340702","e65d69bcd3684163bf82242478b9490d",7,1,12000,1,1,,2,,
"H2340702","e65d69bcd3684163bf82242478b9490d",3,1,1500,1,1,,2,,
"H3880601","e682ccb8371d48d99be0722270a4ec9e",1,2,11000,2,1,,2,,
"H3880601","e682ccb8371d48d99be0722270a4ec9e",19,1,10000,1,1,,2,,
"H3880601","e682ccb8371d48d99be0722270a4ec9e",7,1,9000,1,1,,2,,
"H3880601","e682ccb8371d48d99be0722270a4ec9e",3,1,3500,1,1,,2,,
"H2421002","e68667f29320456dbc1253bbf9ea6963",3,1,5000,1,1,,2,,
"H2421002","e68667f29320456dbc1253bbf9ea6963",1,4,15000,4,1,,2,,
"H2421002","e68667f29320456dbc1253bbf9ea6963",7,2,12000,2,1,,2,,
"H2421002","e68667f29320456dbc1253bbf9ea6963",22,1,8500,0,1,,2,,
"H0010401","e6a0927551ff44a1a7cf5e6e8a86483f",3,2,8000,2,1,,1,1,0
"H0010401","e6a0927551ff44a1a7cf5e6e8a86483f",1,1,6000,1,1,,2,,
"H0010401","e6a0927551ff44a1a7cf5e6e8a86483f",4,3,9000,3,1,,1,2,0
"H3500801","e6a5de7023e547ffa98bc6f9695d7f4a",3,0,,1,1,,2,,
"H3500801","e6a5de7023e547ffa98bc6f9695d7f4a",4,0,,1,1,,2,,
"H3500801","e6a5de7023e547ffa98bc6f9695d7f4a",1,3,25000,3,1,,2,,
"H3500801","e6a5de7023e547ffa98bc6f9695d7f4a",19,1,50000,1,1,,2,,
"H3500801","e6a5de7023e547ffa98bc6f9695d7f4a",13,1,1000,1,1,,2,,
"H3500801","e6a5de7023e547ffa98bc6f9695d7f4a",12,1,4000,1,1,,2,,
"H1770301","e6c227fc9ae54cb09f5caafc7f0a0242",1,3,9000,3,1,,2,,
"H1770301","e6c227fc9ae54cb09f5caafc7f0a0242",3,2,6000,2,1,,2,,
"H1770301","e6c227fc9ae54cb09f5caafc7f0a0242",12,2,12000,2,1,,2,,
"H1860301","e6cf98ffcc684351b80071bd49771123",1,2,16000,3,1,,1,2,0
"H1860301","e6cf98ffcc684351b80071bd49771123",3,0,,0,1,,1,1,0
"H1860301","e6cf98ffcc684351b80071bd49771123",14,0,,0,1,,1,1,0
"H1860301","e6cf98ffcc684351b80071bd49771123",4,0,,0,1,,1,1,0
"H1310402","e72ea78b6fc549c69078ab50b7534dfa",4,1,2000,1,1,,2,,
"H1310402","e72ea78b6fc549c69078ab50b7534dfa",1,3,15000,3,1,,2,,
"H1310402","e72ea78b6fc549c69078ab50b7534dfa",19,1,7000,1,1,,2,,
"H1310402","e72ea78b6fc549c69078ab50b7534dfa",3,1,2000,1,1,,2,,
"H1250401","e735e79cc02a45a6bd0231d29105e37f",1,3,15000,3,1,,2,,
"H1250401","e735e79cc02a45a6bd0231d29105e37f",3,1,2500,1,1,,2,,
"H1430907","e75c6ae0c69c482c8d222367f5bd5e58",1,1,3000,1,1,,1,1,0
"H1430907","e75c6ae0c69c482c8d222367f5bd5e58",3,0,,0,1,,1,1,0
"H1430907","e75c6ae0c69c482c8d222367f5bd5e58",14,0,,0,1,,1,1,0
"H2540101","e75edd76ef7f44c0ab093aaeb8c31ed7",1,5,40000,5,1,,2,,
"H2540101","e75edd76ef7f44c0ab093aaeb8c31ed7",3,2,12000,2,1,,2,,
"H2540101","e75edd76ef7f44c0ab093aaeb8c31ed7",12,1,7000,1,1,,2,,
"H4220101","e79aebce67fb496f9c4dff082a58a5c4",3,2,4000,2,1,,2,,
"H4220101","e79aebce67fb496f9c4dff082a58a5c4",1,4,24000,4,1,,2,,
"H3170101","e7c6fa5ffccd4a8daf5ba128330c8ea4",8,1,4500,1,1,,2,,
"H3170101","e7c6fa5ffccd4a8daf5ba128330c8ea4",3,2,8000,4,1,,2,,
"H3170101","e7c6fa5ffccd4a8daf5ba128330c8ea4",1,4,12000,4,1,,2,,
"H2650202","e7d8ac9c4fcd4932bc3dde392ebe5872",1,2,8000,2,1,,2,,
"H2650202","e7d8ac9c4fcd4932bc3dde392ebe5872",3,1,4000,1,1,,2,,
"H2500101","e80aee20e01945db9f189a0a5f556ec5",19,1,28000,0,1,,2,,
"H2500101","e80aee20e01945db9f189a0a5f556ec5",1,5,30000,5,1,,2,,
"H2500101","e80aee20e01945db9f189a0a5f556ec5",4,1,4000,1,1,,2,,
"H2500101","e80aee20e01945db9f189a0a5f556ec5",3,2,8000,1,1,,2,,
"H2780502","e81ac6e7d9c147e9a8ccc1d60133ecca",3,2,4000,2,1,,2,,
"H2780502","e81ac6e7d9c147e9a8ccc1d60133ecca",1,3,15000,3,1,,2,,
"H0860901","e8a6a0929098435d81c4df719b8fef01",12,1,6000,1,1,,2,,
"H0860901","e8a6a0929098435d81c4df719b8fef01",1,2,20000,2,1,,2,,
"H0860901","e8a6a0929098435d81c4df719b8fef01",8,1,2500,1,1,,2,,
"H0860901","e8a6a0929098435d81c4df719b8fef01",3,1,4000,1,1,,2,,
"H3750801","e8bab60f6a964d28928e04c3229cb858",1,11,50000,11,1,,2,,
"H3750801","e8bab60f6a964d28928e04c3229cb858",4,1,3000,1,1,,2,,
"H3750801","e8bab60f6a964d28928e04c3229cb858",3,3,12000,3,1,,2,,
"H4290501","e8c0f2b53604435da6a64d60d7c70500",12,1,4000,1,1,,2,,
"H4290501","e8c0f2b53604435da6a64d60d7c70500",1,2,8000,2,1,,2,,
"H4290501","e8c0f2b53604435da6a64d60d7c70500",3,1,2000,1,1,,2,,
"H2030501","e8cd11fea02a48ba962682aa97673c02",1,3,16000,3,1,,2,,
"H2030501","e8cd11fea02a48ba962682aa97673c02",13,1,4000,1,1,,2,,
"H2211004","e8e2ecd0dc114864a91e5e8a13246465",14,1,230000,1,1,,2,,
"H2211004","e8e2ecd0dc114864a91e5e8a13246465",22,1,5000,1,1,,2,,
"H2211004","e8e2ecd0dc114864a91e5e8a13246465",1,5,35000,5,1,,2,,
"H2211004","e8e2ecd0dc114864a91e5e8a13246465",12,1,3000,1,1,,2,,
"H2211004","e8e2ecd0dc114864a91e5e8a13246465",4,2,6000,2,1,,2,,
"H2211004","e8e2ecd0dc114864a91e5e8a13246465",5,1,40000,1,1,,2,,
"H2211004","e8e2ecd0dc114864a91e5e8a13246465",3,1,2000,1,1,,2,,
"H1400401","e91144714bfa488d8163dc83d4dfb64d",5,0,,0,1,,2,,
"H1400401","e91144714bfa488d8163dc83d4dfb64d",19,1,15000,1,1,,2,,
"H1400401","e91144714bfa488d8163dc83d4dfb64d",12,1,15000,1,1,,2,,
"H1400401","e91144714bfa488d8163dc83d4dfb64d",1,7,70000,6,1,,2,,
"H1400401","e91144714bfa488d8163dc83d4dfb64d",4,0,,0,1,,2,,
"H1400401","e91144714bfa488d8163dc83d4dfb64d",3,2,12000,1,1,,2,,
"H1400401","e91144714bfa488d8163dc83d4dfb64d",14,1,250000,1,1,,2,,
"H3561002","e9256764d0b34b499534caebfc1d3f18",3,1,7000,1,1,,2,,
"H3561002","e9256764d0b34b499534caebfc1d3f18",1,2,15000,2,1,,2,,
"H1820501","e92f355e0ad94ca3b6124678a7f2355d",22,1,10000,1,1,,2,,
"H1820501","e92f355e0ad94ca3b6124678a7f2355d",1,2,13000,2,1,,2,,
"H1820501","e92f355e0ad94ca3b6124678a7f2355d",3,1,4000,1,1,,2,,
"H1820501","e92f355e0ad94ca3b6124678a7f2355d",4,1,5000,1,1,,2,,
"H1590401","e9341cec6e4b4fe7bb53bf0c57219261",1,5,10000,5,1,,2,,
"H1590401","e9341cec6e4b4fe7bb53bf0c57219261",3,1,5000,1,1,,2,,
"H0640101","e93f0ac029014d75a24d578404e5cac2",1,1,10000,1,1,,2,,
"H0640101","e93f0ac029014d75a24d578404e5cac2",3,1,5000,1,1,,2,,
"H2970401","e9401ac0b3af4f9297955459b4d5f9e6",19,1,80000,0,1,,1,1,2000
"H2970401","e9401ac0b3af4f9297955459b4d5f9e6",3,2,6000,2,1,,1,1,1000
"H2970401","e9401ac0b3af4f9297955459b4d5f9e6",8,1,3000,1,1,,2,,
"H2970401","e9401ac0b3af4f9297955459b4d5f9e6",1,4,30000,2,1,,1,2,2000
"H3830702","e946c36eb00d496397975507d9b1d4d1",3,1,3000,1,1,,2,,
"H3830702","e946c36eb00d496397975507d9b1d4d1",1,3,19000,3,1,,2,,
"H3830702","e946c36eb00d496397975507d9b1d4d1",4,0,,0,1,,1,1,0
"H2080401","e94aa6859dd04e1ab0e6e4c4208ba8f7",3,1,3000,1,1,,2,,
"H2080401","e94aa6859dd04e1ab0e6e4c4208ba8f7",1,2,16000,2,1,,2,,
"H3940101","e9651c8f6e0e46e0a06aea236af32dbc",1,2,30000,2,1,,2,,
"H3940101","e9651c8f6e0e46e0a06aea236af32dbc",22,0,,0,1,,1,1,0
"H3940101","e9651c8f6e0e46e0a06aea236af32dbc",3,0,,0,1,,1,1,0
"H3380201","e9669798567f40eda7dda257201caa1c",4,1,3000,1,1,,2,,
"H3380201","e9669798567f40eda7dda257201caa1c",12,1,4000,1,1,,2,,
"H3380201","e9669798567f40eda7dda257201caa1c",1,4,24000,4,1,,2,,
"H3380201","e9669798567f40eda7dda257201caa1c",19,0,,0,1,,1,1,0
"H3380201","e9669798567f40eda7dda257201caa1c",3,3,12000,3,1,,1,1,0
"H1461201","e970bd785ccf47f9bdd0229cb2a8fe70",3,1,6000,1,1,,2,,
"H1461201","e970bd785ccf47f9bdd0229cb2a8fe70",4,1,8000,1,2,1,,,
"H3400301","e989ce38013d4150b9ebdeea706c51e2",1,4,40000,2,1,,2,,
"H3400301","e989ce38013d4150b9ebdeea706c51e2",3,2,14000,2,1,,2,,
"H3400301","e989ce38013d4150b9ebdeea706c51e2",12,1,10000,1,1,,2,,
"H3400301","e989ce38013d4150b9ebdeea706c51e2",4,2,90000,2,1,,2,,
"H3960402","e9d212e9ec664ab4b8f097a23ef686a5",22,1,5000,1,1,,2,,
"H3960402","e9d212e9ec664ab4b8f097a23ef686a5",3,0,,0,1,,2,,
"H3960402","e9d212e9ec664ab4b8f097a23ef686a5",1,2,18000,2,1,,2,,
"H3960402","e9d212e9ec664ab4b8f097a23ef686a5",14,0,,0,1,,2,,
"H1900802","ea01d5e8f08f4443950e8d001f2ee555",3,1,3500,1,1,,2,,
"H1900802","ea01d5e8f08f4443950e8d001f2ee555",14,0,,0,1,,1,1,40000
"H1900802","ea01d5e8f08f4443950e8d001f2ee555",1,2,15000,2,1,,2,,
"H0530402","ea28d0b7ecea4af3896b7d5442d731b0",19,0,,0,1,,1,1,0
"H0530402","ea28d0b7ecea4af3896b7d5442d731b0",3,1,4000,1,1,,2,,
"H0530402","ea28d0b7ecea4af3896b7d5442d731b0",12,1,5000,1,1,,2,,
"H0530402","ea28d0b7ecea4af3896b7d5442d731b0",1,3,12000,2,1,,2,,
"H1331004","ea397e6db951493a97da7aff4ab3e8bd",3,1,6000,1,1,,2,,
"H1331004","ea397e6db951493a97da7aff4ab3e8bd",4,1,4000,1,1,,2,,
"H1331004","ea397e6db951493a97da7aff4ab3e8bd",7,1,8000,1,2,1,,,
"H1331004","ea397e6db951493a97da7aff4ab3e8bd",5,2,250000,2,1,,1,1,10000
