hhid,h10q1,h10q2,h10q3,h10q4,h10q5a,h10q5b,h10q6,h10q7a,h10q7b,h10q7c,h10q7d,h10q9,h10q10,h10q11,h10q12,hh
H3640201,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H36402-05-01
H3640301,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H36403-05-01
H3640402,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H36404-05-02
H3640501,No,,,,,,No,,,,,Efficient Wood Burning,No,5.0,In a separate kitchen,H36405-05-01
H3640601,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H36406-05-01
H3640701,No,,,,,,No,,,,,Efficient Wood Burning,Yes,2.0,In a separate kitchen,H36407-05-01
H3640801,No,,,,,,No,,,,,Open fire,Yes,3.0,In a separate kitchen,H36408-05-01
H3640901,No,,,,,,No,,,,,Open fire,Yes,2.0,In a separate kitchen,H36409-05-01
H3641001,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H36410-05-01
H3641002,No,,,,,,No,,,,,,,,,H36410-05-02
H3650101,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H36501-05-01
H3650201,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H36502-05-01
H3650301,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H36503-05-01
H3650401,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H36504-05-01
H3650501,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H36505-05-01
H3650601,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H36506-05-01
H3650701,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H36507-05-01
H3650801,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H36508-05-01
H3650901,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H36509-05-01
H3651001,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H36510-05-01
H3660101,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H36601-05-01
H3660201,No,,,,,,No,,,,,,,,,H36602-05-01
H3660301,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H36603-05-01
H3660401,No,,,,,,No,,,,,Charcoal,No,3.0,In an outdoor space,H36604-05-01
H3660501,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H36605-05-01
H3660601,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H36606-05-01
H3660701,No,,,,,,No,,,,,Open fire,Yes,3.0,In a separate kitchen,H36607-05-01
H3660801,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H36608-05-01
H3660901,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H36609-05-01
H3661001,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H36610-05-01
H3670101,No,,,,,,No,,,,,Open fire,Yes,5.0,In a separate kitchen,H36701-05-01
H3670201,No,,,,,,No,,,,,Open fire,No,1.0,In a separate kitchen,H36702-05-01
H3670301,No,,,,,,No,,,,,,,,,H36703-05-01
H3670401,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H36704-05-01
H3670501,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H36705-05-01
H3670601,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H36706-05-01
H3670701,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H36707-05-01
H3670801,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H36708-05-01
H3670901,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H36709-05-01
H3671001,No,,,,,,No,,,,,Charcoal,No,1.0, In a room in the dwelling not just devoted to cooking,H36710-05-01
H3680101,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H36801-05-01
H3680201,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H36802-05-01
H3680301,No,,,,,,No,,,,,Open fire,Yes,4.0,In a separate kitchen,H36803-05-01
H3680401,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H36804-05-01
H3680601,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H36806-05-01
H3680701,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H36807-05-01
H3680801,No,,,,,,No,,,,,Open fire,No,4.0, In a room in the dwelling not just devoted to cooking,H36808-05-01
H3680901,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H36809-05-01
H3681001,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H36810-05-01
H3690201,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H36902-05-01
H3690401,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H36904-05-01
H3690501,No,,,,,,No,,,,,Open fire,No,6.0,In an outdoor space,H36905-05-01
H3690601,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H36906-05-01
H3690701,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H36907-05-01
H3690801,No,,,,,,No,,,,,Open fire,No,3.0,In an outdoor space,H36908-05-01
H3690901,No,,,,,,No,,,,,Open fire,No,2.0,In an outdoor space,H36909-05-01
H3691001,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H36910-05-01
H3691002,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H36910-05-02
H3700101,No,,,,,,No,,,,,Charcoal,No,5.0,In a separate kitchen,H37001-05-01
H3700201,Yes,12.0,Bill from power company,45.0,25000.0,30.0,No,,,,,Open fire,No,6.0,In an outdoor space,H37002-05-01
H3700301,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H37003-05-01
H3700401,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H37004-05-01
H3700501,Yes,24.0,Bill from power company,12.0,7000.0,30.0,No,,,,,Open fire,No,7.0,In a separate kitchen,H37005-05-01
H3700601,Yes,12.0,Bill from power company,0.0,20000.0,30.0,No,,,,,Charcoal,Yes,8.0,In a separate kitchen,H37006-05-01
H3700701,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H37007-05-01
H3700801,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H37008-05-01
H3700901,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H37009-05-01
H3701001,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H37010-05-01
H3710101,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H37101-05-01
H3710201,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H37102-05-01
H3710301,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H37103-05-01
H3710401,No,,,,,,No,,,,,Open fire,Yes,4.0,In a separate kitchen,H37104-05-01
H3710501,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H37105-05-01
H3710601,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H37106-05-01
H3710701,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H37107-05-01
H3710801,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H37108-05-01
H3710901,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H37109-05-01
H3711001,No,,,,,,No,,,,,Open fire,Yes,3.0, In a room in the dwelling not just devoted to cooking,H37110-05-01
H3720101,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H37201-05-01
H3720201,No,,,,,,No,,,,,Open fire,Yes,3.0,In a separate kitchen,H37202-05-01
H3720301,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H37203-05-01
H3720401,No,,,,,,No,,,,,Open fire,Yes,3.0,In a separate kitchen,H37204-05-01
H3720501,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H37205-05-01
H3720601,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H37206-05-01
H3720701,No,,,,,,No,,,,,Efficient Wood Burning,Yes,4.0,In a separate kitchen,H37207-05-01
H3720801,No,,,,,,No,,,,,Open fire,Yes,4.0,In a separate kitchen,H37208-05-01
H3720901,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H37209-05-01
H3721001,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H37210-05-01
H3730101,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H37301-05-01
H3730301,No,,,,,,No,,,,,Kerosene,No,6.0,In an outdoor space,H37303-05-01
H3730401,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H37304-05-01
H3730501,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H37305-05-01
H3730601,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H37306-05-01
H3730701,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H37307-05-01
H3730801,No,,,,,,No,,,,,Open fire,No,2.0,In an outdoor space,H37308-05-01
H3730901,No,,,,,,No,,,,,Other (specify),No,0.0,In a separate kitchen,H37309-05-01
H3730902,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H37309-05-02
H3731001,Yes,5.0,Other (specify),,0.0,30.0,No,,,,,Open fire,No,6.0,In a separate kitchen,H37310-05-01
H3740101,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H37401-05-01
H3740201,Yes,14.0,Provide in rent,,,,No,,,,,Charcoal,No,5.0,In an outdoor space,H37402-05-01
H3740301,No,,,,,,No,,,,,Open fire,Yes,4.0,In a separate kitchen,H37403-05-01
H3740401,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H37404-05-01
H3740501,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H37405-05-01
H3740601,No,,,,,,No,,,,,Open fire,No,1.0,In a separate kitchen,H37406-05-01
H3740701,No,,,,,,No,,,,,Open fire,Yes,4.0,In a separate kitchen,H37407-05-01
H3740801,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H37408-05-01
H3740901,No,,,,,,No,,,,,Charcoal,No,4.0,In a separate kitchen,H37409-05-01
H3741001,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H37410-05-01
H3750101,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H37501-05-01
H3750201,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H37502-05-01
H3750301,No,,,,,,No,,,,,Open fire,No,1.0, In a room in the dwelling not just devoted to cooking,H37503-05-01
H3750401,No,,,,,,No,,,,,Open fire,No,1.0,In an outdoor space,H37504-05-01
H3750501,No,,,,,,No,,,,,Open fire,Yes,4.0,In a separate kitchen,H37505-05-01
H3750601,No,,,,,,No,,,,,Open fire,Yes,3.0,In a separate kitchen,H37506-05-01
H3750701,No,,,,,,No,,,,,Open fire,Yes,4.0,In a separate kitchen,H37507-05-01
H3750801,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H37508-05-01
H3750901,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H37509-05-01
H3751001,No,,,,,,No,,,,,Efficient Wood Burning,No,4.0,In a separate kitchen,H37510-05-01
H3760101,Yes,9.0,Free use/illegal connections,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H37601-05-01
H3760201,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H37602-05-01
H3760301,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H37603-05-01
H3760501,No,,,,,,No,,,,,Open fire,Yes,3.0,In a separate kitchen,H37605-05-01
H3760601,No,,,,,,No,,,,,Efficient Wood Burning,Yes,3.0,In a separate kitchen,H37606-05-01
H3760701,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H37607-05-01
H3760801,No,,,,,,No,,,,,Open fire,Yes,4.0,In a separate kitchen,H37608-05-01
H3761001,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H37610-05-01
H3770101,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H37701-05-01
H3770201,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H37702-05-01
H3770202,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H37702-05-02
H3770301,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H37703-05-01
H3770401,No,,,,,,No,,,,,Charcoal,No,4.0, In a room in the dwelling not just devoted to cooking,H37704-05-01
H3770501,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H37705-05-01
H3770601,No,,,,,,No,,,,,Efficient Wood Burning,No,4.0,In a separate kitchen,H37706-05-01
H3770701,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H37707-05-01
H3770801,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H37708-05-01
H3770901,Yes,6.0,Bill from power company,124.0,39777.0,30.0,No,,,,,Charcoal,No,5.0,In a separate kitchen,H37709-05-01
H3771001,No,,,,,,No,,,,,Open fire,Yes,6.0,In a separate kitchen,H37710-05-01
H3780101,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H37801-05-01
H3780201,No,,,,,,No,,,,,Open fire,Yes,4.0,In a separate kitchen,H37802-05-01
H3780301,No,,,,,,No,,,,,,,,,H37803-05-01
H3780401,No,,,,,,No,,,,,Open fire,Yes,4.0,In a separate kitchen,H37804-05-01
H3780501,No,,,,,,No,,,,,Open fire,No,2.0,In an outdoor space,H37805-05-01
H3780601,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H37806-05-01
H3780701,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H37807-05-01
H3780801,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H37808-05-01
H3781001,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H37810-05-01
H3790101,No,,,,,,No,,,,,Open fire,Yes,3.0,In a separate kitchen,H37901-05-01
H3790201,No,,,,,,No,,,,,Open fire,No,2.0,In a separate kitchen,H37902-05-01
H3790301,No,,,,,,No,,,,,Open fire,Yes,4.0,In a separate kitchen,H37903-05-01
H3790401,No,,,,,,No,,,,,Open fire,Yes,4.0,In a separate kitchen,H37904-05-01
H3790501,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H37905-05-01
H3790601,No,,,,,,No,,,,,Open fire,Yes,4.0,In a separate kitchen,H37906-05-01
H3790801,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H37908-05-01
H3790901,No,,,,,,No,,,,,Open fire,No,2.0, In a room in the dwelling not just devoted to cooking,H37909-05-01
H3791001,No,,,,,,No,,,,,Open fire,Yes,3.0,In a separate kitchen,H37910-05-01
H3800101,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H38001-05-01
H3800201,No,,,,,,No,,,,,Open fire,No,1.0,In an outdoor space,H38002-05-01
H3800301,No,,,,,,No,,,,,Open fire,Yes,2.0,In a separate kitchen,H38003-05-01
H3800401,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H38004-05-01
H3800501,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H38005-05-01
H3800601,No,,,,,,No,,,,,Open fire,Yes,3.0,In a separate kitchen,H38006-05-01
H3800701,No,,,,,,No,,,,,Open fire,No,5.0,In an outdoor space,H38007-05-01
H3800901,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H38009-05-01
H3801001,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H38010-05-01
H3810101,No,,,,,,No,,,,,Open fire,Yes,3.0,In a separate kitchen,H38101-05-01
H3810201,No,,,,,,No,,,,,Efficient Wood Burning,Yes,4.0,In a separate kitchen,H38102-05-01
H3810301,No,,,,,,No,,,,,Efficient Wood Burning,Yes,3.0,In a separate kitchen,H38103-05-01
H3810401,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H38104-05-01
H3810501,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H38105-05-01
H3810601,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H38106-05-01
H3810701,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H38107-05-01
H3810801,No,,,,,,No,,,,,Open fire,Yes,3.0,In a separate kitchen,H38108-05-01
H3810901,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H38109-05-01
H3810902,No,,,,,,No,,,,,Charcoal,No,5.0,In a separate kitchen,H38109-05-02
H3811001,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H38110-05-01
H3820101,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H38201-05-01
H3820201,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H38202-05-01
H3820401,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H38204-05-01
H3820501,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H38205-05-01
H3820601,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H38206-05-01
H3820701,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H38207-05-01
H3820801,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H38208-05-01
H3820901,No,,,,,,No,,,,,Open fire,No,4.0,In an outdoor space,H38209-05-01
H3821001,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H38210-05-01
H3830101,No,,,,,,No,,,,,Open fire,No,8.0,In an outdoor space,H38301-05-01
H3830102,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H38301-05-02
H3830301,No,,,,,,No,,,,,Open fire,No,9.0,In a separate kitchen,H38303-05-01
H3830302,No,,,,,,No,,,,,Open fire,No,5.0,In an outdoor space,H38303-05-02
H3830401,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H38304-05-01
H3830501,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H38305-05-01
H3830601,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H38306-05-01
H3830701,No,,,,,,No,,,,,Open fire,No,9.0,In an outdoor space,H38307-05-01
H3830702,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H38307-05-02
H3830801,No,,,,,,No,,,,,Open fire,No,3.0,In an outdoor space,H38308-05-01
H3830901,No,,,,,,No,,,,,Open fire,Yes,3.0,In a separate kitchen,H38309-05-01
H3831001,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H38310-05-01
H3840101,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H38401-05-01
H3840201,No,,,,,,No,,,,,Open fire,No,3.0, In a room in the dwelling not just devoted to cooking,H38402-05-01
H3840301,No,,,,,,No,,,,,Open fire,No,5.0, In a room in the dwelling not just devoted to cooking,H38403-05-01
H3840401,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H38404-05-01
H3840501,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H38405-05-01
H3840601,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H38406-05-01
H3840701,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H38407-05-01
H3840702,No,,,,,,No,,,,,Open fire,No,5.0,In an outdoor space,H38407-05-02
H3840801,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H38408-05-01
H3840901,No,,,,,,No,,,,,Open fire,No,9.0,In an outdoor space,H38409-05-01
H3841001,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H38410-05-01
H3850101,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H38501-05-01
H3850201,No,,,,,,No,,,,,Open fire,No,7.0, In a room in the dwelling not just devoted to cooking,H38502-05-01
H3850301,No,,,,,,No,,,,,Open fire,No,6.0,In an outdoor space,H38503-05-01
H3850401,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H38504-05-01
H3850501,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H38505-05-01
H3850601,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H38506-05-01
H3850701,No,,,,,,No,,,,,Open fire,No,7.0, In a room in the dwelling not just devoted to cooking,H38507-05-01
H3850702,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H38507-05-02
H3850801,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H38508-05-01
H3850901,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H38509-05-01
H3851001,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H38510-05-01
H3860101,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H38601-05-01
H3860201,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H38602-05-01
H3860301,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H38603-05-01
H3860401,No,,,,,,No,,,,,Open fire,No,7.0,In an outdoor space,H38604-05-01
H3860501,No,,,,,,No,,,,,Open fire,No,8.0,In an outdoor space,H38605-05-01
H3860601,No,,,,,,No,,,,,Open fire,No,7.0,In an outdoor space,H38606-05-01
H3860701,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H38607-05-01
H3860801,No,,,,,,No,,,,,Open fire,No,7.0,In an outdoor space,H38608-05-01
H3860901,Yes,24.0,Free use/illegal connections,,,,No,,,,,,,,,H38609-05-01
H3861001,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H38610-05-01
H3870101,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H38701-05-01
H3870301,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H38703-05-01
H3870401,No,,,,,,No,,,,,,,,,H38704-05-01
H3870501,No,,,,,,No,,,,,Open fire,Yes,6.0,In a separate kitchen,H38705-05-01
H3870601,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H38706-05-01
H3870701,No,,,,,,No,,,,,,,,,H38707-05-01
H3870801,No,,,,,,No,,,,,Open fire,No,5.0,In an outdoor space,H38708-05-01
H3870901,No,,,,,,No,,,,,Open fire,No,3.0,In a separate kitchen,H38709-05-01
H3871001,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H38710-05-01
H3880101,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H38801-05-01
H3880102,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H38801-05-02
H3880201,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H38802-05-01
H3880301,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H38803-05-01
H3880401,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H38804-05-01
H3880501,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H38805-05-01
H3880601,No,,,,,,No,,,,,Open fire,Yes,5.0,In a separate kitchen,H38806-05-01
H3880701,No,,,,,,No,,,,,Open fire,Yes,7.0,In a separate kitchen,H38807-05-01
H3880801,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H38808-05-01
H3880901,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H38809-05-01
H3881001,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H38810-05-01
H3890101,No,,,,,,No,,,,,Charcoal,No,4.0,In an outdoor space,H38901-05-01
H3890201,Yes,24.0,Pay fee to neighbor,,30000.0,30.0,No,,,,,Charcoal,No,4.0,In an outdoor space,H38902-05-01
H3890301,No,,,,,,No,,,,,Charcoal,No,4.0,In an outdoor space,H38903-05-01
H3890401,No,,,,,,No,,,,,Charcoal,No,4.0,In an outdoor space,H38904-05-01
H3890601,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H38906-05-01
H3890701,No,,,,,,No,,,,,Charcoal,No,7.0,In a separate kitchen,H38907-05-01
H3890901,No,,,,,,No,,,,,Charcoal,No,3.0,In an outdoor space,H38909-05-01
H3891001,No,,,,,,No,,,,,Charcoal,No,8.0,In an outdoor space,H38910-05-01
H3900101,No,,,,,,No,,,,,Open fire,No,5.0,In an outdoor space,H39001-05-01
H3900201,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H39002-05-01
H3900301,No,,,,,,No,,,,,Open fire,No,8.0,In a separate kitchen,H39003-05-01
H3900401,No,,,,,,No,,,,,Open fire,No,4.0,In a separate kitchen,H39004-05-01
H3900501,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H39005-05-01
H3900601,Yes,24.0,Bill from power company,38.0,20000.0,30.0,No,,,,,Charcoal,No,10.0,In a separate kitchen,H39006-05-01
H3900701,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H39007-05-01
H3900801,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H39008-05-01
H3900901,No,,,,,,No,,,,,Open fire,No,7.0,In an outdoor space,H39009-05-01
H3901001,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H39010-05-01
H3910101,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H39101-05-01
H3910201,No,,,,,,No,,,,,Open fire,No,0.0,In a separate kitchen,H39102-05-01
H3910301,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H39103-05-01
H3910401,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H39104-05-01
H3910501,No,,,,,,No,,,,,Open fire,No,6.0,In a separate kitchen,H39105-05-01
H3910601,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H39106-05-01
H3910701,No,,,,,,No,,,,,Open fire,No,7.0,In a separate kitchen,H39107-05-01
H3911001,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H39110-05-01
H3930101,No,,,,,,No,,,,,Open fire,No,5.0,In a separate kitchen,H39301-05-01
H3930201,No,,,,,,No,,,,,Open fire,No,10.0,In a separate kitchen,H39302-05-01
H3930301,No,,,,,,No,,,,,Open fire,No,8.0, In a room in the dwelling not just devoted to cooking,H39303-05-01
